5,2385,9.586352825164795,9.578125
5,2646,9.613271951675415,9.546875
5,1707,9.236278533935547,9.234375
5,2451,8.560118913650513,8.5625
5,1488,8.60899019241333,8.609375
5,1646,9.269190549850464,9.265625
5,996,8.057815790176392,8.0625
5,2564,8.440402507781982,8.4375
5,2047,7.914852857589722,7.90625
5,1612,9.603330135345459,9.609375
5,2461,8.435455560684204,8.421875
5,1593,8.65988564491272,8.65625
5,1812,8.599974870681763,8.59375
5,2287,7.985621690750122,7.984375
5,2108,8.47434663772583,8.484375
5,2309,8.03249716758728,8.03125
5,2361,8.396555423736572,8.375
5,2203,8.976006984710693,8.96875
5,2515,8.432462453842163,8.421875
5,2366,9.44675064086914,9.4375
5,2608,9.365970373153687,9.375
5,1813,8.203066110610962,8.1875
5,2349,8.8842191696167,8.890625
5,1587,8.606993913650513,8.59375
5,2213,8.617961883544922,8.625
5,2319,7.958725214004517,7.96875
5,2427,8.654833316802979,8.640625
5,1988,8.65287160873413,8.640625
5,1753,8.865304946899414,8.875
5,2055,8.735646963119507,8.734375
10,3910,14.977931499481201,14.96875
10,3446,16.265523195266724,16.265625
10,3271,14.928091526031494,14.921875
10,3675,15.186440706253052,15.171875
10,3796,16.039096355438232,16.046875
10,2932,16.709304571151733,16.703125
10,3697,15.22430419921875,15.203125
10,3187,14.635848760604858,14.640625
10,2911,14.887200117111206,14.890625
10,3541,14.923145055770874,14.90625
10,3450,15.133549690246582,15.078125
10,3470,14.462343454360962,14.453125
10,2845,14.93312692642212,14.921875
10,3860,15.94335389137268,15.9375
10,3018,16.950658559799194,16.953125
10,3376,14.92713189125061,14.9375
10,3884,14.487276792526245,14.484375
10,4626,15.46266770362854,15.46875
10,3451,15.205355405807495,15.203125
10,3223,13.874879598617554,13.875
10,3807,14.56806206703186,14.546875
10,4716,14.165135145187378,14.171875
10,3241,16.69240164756775,16.59375
10,3387,15.062737703323364,14.921875
10,4484,15.478633165359497,15.296875
10,4273,15.293120861053467,14.96875
10,3264,15.72895860671997,15.59375
10,3382,16.13287878036499,15.53125
10,3235,16.079055070877075,15.828125
10,2678,14.711673021316528,14.703125
15,4297,21.602292776107788,21.25
15,4605,22.11289405822754,21.75
15,5706,22.3661847114563,22.015625
15,4252,23.004544734954834,22.109375
15,3961,22.14686918258667,21.921875
