14
0, 1129, 538, 739, 600, 694, 778, 737, 706, 490, 656, 795, 628, 779
1129, 0, 691, 680, 540, 475, 592, 529, 709, 690, 924, 458, 898, 361
538, 691, 0, 681, 196, 216, 653, 559, 203, 410, 314, 271, 276, 432
739, 680, 681, 0, 510, 584, 88, 167, 857, 296, 992, 705, 954, 394
600, 540, 196, 510, 0, 108, 470, 372, 347, 283, 505, 238, 468, 239
694, 475, 216, 584, 108, 0, 532, 431, 300, 386, 490, 133, 457, 245
778, 592, 653, 88, 470, 532, 0, 100, 817, 304, 967, 647, 929, 322
737, 529, 559, 167, 372, 431, 100, 0, 718, 248, 873, 546, 835, 227
706, 709, 203, 857, 347, 300, 817, 718, 0, 605, 216, 252, 194, 545
490, 690, 410, 296, 283, 386, 304, 248, 605, 0, 711, 519, 672, 329
656, 924, 314, 992, 505, 490, 967, 873, 216, 711, 0, 466, 39, 731
795, 458, 271, 705, 238, 133, 647, 546, 252, 519, 466, 0, 440, 336
628, 898, 276, 954, 468, 457, 929, 835, 194, 672, 39, 440, 0, 696
779, 361, 432, 394, 239, 245, 322, 227, 545, 329, 731, 336, 696, 0
