12
0, 277, 497, 865, 645, 748, 287, 392, 179, 407, 600, 719
277, 0, 344, 671, 370, 636, 41, 505, 267, 131, 357, 512
497, 344, 0, 369, 380, 293, 382, 418, 344, 306, 219, 238
865, 671, 369, 0, 476, 271, 701, 735, 713, 579, 341, 161
645, 370, 380, 476, 0, 599, 373, 758, 582, 238, 175, 336
748, 636, 293, 271, 599, 0, 675, 515, 573, 593, 426, 287
287, 41, 382, 701, 373, 675, 0, 541, 299, 140, 378, 541
392, 505, 418, 735, 758, 515, 541, 0, 250, 577, 626, 642
179, 267, 344, 713, 582, 573, 299, 250, 0, 365, 493, 579
407, 131, 306, 579, 238, 593, 140, 577, 365, 0, 244, 418
600, 357, 219, 341, 175, 426, 378, 626, 493, 244, 0, 183
719, 512, 238, 161, 336, 287, 541, 642, 579, 418, 183, 0
