11
0, 237, 448, 293, 645, 436, 240, 281, 389, 156, 372
237, 0, 290, 480, 880, 605, 221, 305, 618, 342, 213
448, 290, 0, 736, 1065, 624, 511, 595, 742, 593, 79
293, 480, 736, 0, 469, 588, 323, 277, 403, 142, 658
645, 880, 1065, 469, 0, 598, 780, 745, 357, 561, 998
436, 605, 624, 588, 598, 0, 676, 710, 252, 522, 588
240, 221, 511, 323, 780, 676, 0, 84, 601, 222, 434
281, 305, 595, 277, 745, 710, 84, 0, 606, 211, 517
389, 618, 742, 403, 357, 252, 601, 606, 0, 394, 685
156, 342, 593, 142, 561, 522, 222, 211, 394, 0, 515
372, 213, 79, 658, 998, 588, 434, 517, 685, 515, 0
