13
0, 709, 704, 249, 433, 748, 561, 268, 805, 406, 271, 221, 728
709, 0, 174, 518, 414, 559, 178, 697, 681, 338, 496, 522, 277
704, 174, 0, 474, 322, 717, 153, 756, 838, 408, 450, 490, 446
249, 518, 474, 0, 184, 737, 348, 422, 825, 307, 24, 36, 620
433, 414, 322, 184, 0, 778, 237, 578, 883, 345, 161, 213, 593
748, 559, 717, 737, 778, 0, 616, 538, 122, 438, 731, 711, 293
561, 178, 153, 348, 237, 616, 0, 602, 733, 258, 325, 357, 381
268, 697, 756, 422, 578, 538, 602, 0, 569, 359, 435, 385, 612
805, 681, 838, 825, 883, 122, 733, 569, 0, 538, 821, 797, 414
406, 338, 408, 307, 345, 438, 258, 359, 538, 0, 297, 288, 327
271, 496, 450, 24, 161, 731, 325, 435, 821, 297, 0, 52, 605
221, 522, 490, 36, 213, 711, 357, 385, 797, 288, 52, 0, 607
728, 277, 446, 620, 593, 293, 381, 612, 414, 327, 605, 607, 0
