13
0, 303, 149, 871, 930, 1040, 357, 684, 807, 561, 884, 742, 853
303, 0, 166, 620, 628, 767, 312, 436, 579, 263, 732, 635, 704
149, 166, 0, 774, 785, 930, 346, 588, 723, 430, 842, 720, 812
871, 620, 774, 0, 508, 196, 579, 187, 104, 398, 352, 437, 348
930, 628, 785, 508, 0, 466, 815, 501, 581, 398, 849, 884, 838
1040, 767, 930, 196, 466, 0, 769, 364, 298, 517, 506, 620, 511
357, 312, 346, 579, 815, 769, 0, 408, 495, 420, 528, 385, 497
684, 436, 588, 187, 501, 364, 408, 0, 149, 246, 379, 384, 360
807, 579, 723, 104, 581, 298, 495, 149, 0, 393, 267, 333, 257
561, 263, 430, 398, 398, 517, 420, 246, 393, 0, 616, 581, 594
884, 732, 842, 352, 849, 506, 528, 379, 267, 616, 0, 172, 30
742, 635, 720, 437, 884, 620, 385, 384, 333, 581, 172, 0, 146
853, 704, 812, 348, 838, 511, 497, 360, 257, 594, 30, 146, 0
