25
0, 218, 324, 791, 596, 191, 474, 463, 576, 519, 286, 516, 748, 402, 553, 665, 620, 476, 299, 583, 743, 175, 807, 156, 437
218, 0, 371, 885, 810, 254, 589, 654, 792, 737, 495, 498, 940, 599, 585, 884, 817, 579, 516, 697, 852, 157, 1014, 254, 497
324, 371, 0, 513, 769, 137, 238, 719, 733, 609, 525, 207, 673, 653, 230, 783, 572, 218, 425, 337, 485, 456, 787, 168, 125
791, 885, 513, 0, 953, 637, 319, 1026, 906, 741, 861, 475, 526, 968, 339, 887, 530, 316, 700, 214, 76, 952, 681, 653, 389
596, 810, 769, 953, 0, 705, 712, 235, 47, 212, 316, 968, 540, 246, 922, 140, 451, 742, 345, 767, 878, 702, 468, 666, 805
191, 254, 137, 637, 705, 0, 336, 619, 674, 574, 427, 325, 711, 554, 367, 742, 596, 326, 364, 444, 600, 320, 804, 41, 259
474, 589, 238, 319, 712, 336, 0, 738, 667, 513, 559, 326, 465, 675, 227, 683, 390, 35, 407, 110, 269, 639, 599, 343, 153
463, 654, 719, 1026, 235, 619, 738, 0, 254, 354, 194, 926, 709, 65, 914, 370, 596, 760, 330, 819, 957, 522, 672, 578, 789
576, 792, 733, 906, 47, 674, 667, 254, 0, 165, 303, 929, 495, 254, 880, 116, 404, 698, 311, 720, 830, 692, 430, 636, 764
519, 737, 609, 741, 212, 574, 513, 354, 165, 0, 303, 795, 354, 323, 732, 175, 247, 545, 221, 558, 665, 665, 331, 541, 623
286, 495, 525, 861, 316, 427, 559, 194, 303, 303, 0, 732, 626, 128, 723, 407, 499, 578, 165, 648, 796, 388, 632, 386, 598
516, 498, 207, 475, 968, 325, 326, 926, 929, 795, 732, 0, 792, 860, 137, 970, 714, 292, 626, 379, 478, 619, 925, 364, 179
748, 940, 673, 526, 540, 711, 465, 709, 495, 354, 626, 792, 0, 673, 680, 427, 130, 499, 482, 433, 453, 919, 155, 695, 617
402, 599, 653, 968, 246, 554, 675, 65, 254, 323, 128, 860, 673, 0, 849, 369, 555, 697, 269, 759, 899, 473, 650, 513, 724
553, 585, 230, 339, 922, 367, 227, 914, 880, 732, 723, 137, 680, 849, 0, 905, 616, 192, 594, 252, 340, 684, 821, 397, 125
665, 884, 783, 887, 140, 742, 683, 370, 116, 175, 407, 970, 427, 369, 905, 0, 361, 716, 379, 719, 810, 793, 336, 707, 797
620, 817, 572, 530, 451, 596, 390, 596, 404, 247, 499, 714, 130, 555, 616, 361, 0, 425, 352, 388, 454, 790, 214, 576, 535
476, 579, 218, 316, 742, 326, 35, 760, 698, 545, 578, 292, 499, 697, 192, 716, 425, 0, 431, 119, 274, 636, 634, 338, 121
299, 516, 425, 700, 345, 364, 407, 330, 311, 221, 165, 626, 482, 269, 594, 379, 352, 431, 0, 489, 632, 454, 516, 328, 472
583, 697, 337, 214, 767, 444, 110, 819, 720, 558, 648, 379, 433, 759, 252, 719, 388, 119, 489, 0, 160, 749, 580, 453, 230
743, 852, 485, 76, 878, 600, 269, 957, 830, 665, 796, 478, 453, 899, 340, 810, 454, 274, 632, 160, 0, 909, 608, 612, 366
175, 157, 456, 952, 702, 320, 639, 522, 692, 665, 388, 619, 919, 473, 684, 793, 790, 636, 454, 749, 909, 0, 970, 299, 579
807, 1014, 787, 681, 468, 804, 599, 672, 430, 331, 632, 925, 155, 650, 821, 336, 214, 634, 516, 580, 608, 970, 0, 781, 747
156, 254, 168, 653, 666, 41, 343, 578, 636, 541, 386, 364, 695, 513, 397, 707, 576, 338, 328, 453, 612, 299, 781, 0, 283
437, 497, 125, 389, 805, 259, 153, 789, 764, 623, 598, 179, 617, 724, 125, 797, 535, 121, 472, 230, 366, 579, 747, 283, 0
