14
0, 700, 582, 299, 366, 726, 796, 215, 487, 283, 426, 623, 517, 759
700, 0, 688, 433, 518, 730, 132, 625, 1003, 522, 494, 288, 365, 110
582, 688, 0, 631, 788, 146, 821, 728, 459, 713, 823, 413, 809, 657
299, 433, 631, 0, 159, 747, 511, 194, 730, 105, 192, 463, 227, 515
366, 518, 788, 159, 0, 907, 562, 167, 841, 86, 61, 608, 191, 616
726, 730, 146, 747, 907, 0, 858, 862, 578, 836, 936, 441, 906, 677
796, 132, 821, 511, 562, 858, 0, 693, 1128, 585, 526, 417, 382, 197
215, 625, 728, 194, 167, 862, 693, 0, 702, 109, 228, 643, 349, 709
487, 1003, 459, 730, 841, 578, 1128, 702, 0, 755, 897, 790, 957, 1013
283, 522, 713, 105, 86, 836, 585, 109, 755, 0, 143, 568, 244, 610
426, 494, 823, 192, 61, 936, 526, 228, 897, 143, 0, 613, 145, 597
623, 288, 413, 463, 608, 441, 417, 643, 790, 568, 613, 0, 532, 243
517, 365, 809, 227, 191, 906, 382, 349, 957, 244, 145, 532, 0, 472
759, 110, 657, 515, 616, 677, 197, 709, 1013, 610, 597, 243, 472, 0
