15
0, 666, 430, 393, 1199, 1080, 693, 1090, 733, 526, 194, 484, 67, 922, 515
666, 0, 254, 738, 703, 671, 691, 657, 601, 341, 699, 561, 679, 591, 331
430, 254, 0, 604, 912, 844, 688, 839, 644, 344, 507, 499, 455, 724, 327
393, 738, 604, 0, 1021, 867, 365, 889, 460, 431, 201, 233, 328, 697, 433
1199, 703, 912, 1021, 0, 175, 706, 141, 575, 673, 1120, 792, 1175, 332, 684
1080, 671, 844, 867, 175, 0, 537, 39, 411, 559, 983, 644, 1050, 169, 573
693, 691, 688, 365, 706, 537, 0, 566, 136, 359, 534, 215, 640, 374, 374
1090, 657, 839, 889, 141, 39, 566, 0, 437, 566, 998, 663, 1062, 193, 579
733, 601, 644, 460, 575, 411, 136, 437, 0, 300, 600, 254, 690, 244, 316
526, 341, 344, 431, 673, 559, 359, 566, 300, 0, 464, 223, 504, 411, 16
194, 699, 507, 201, 1120, 983, 534, 998, 600, 464, 0, 346, 128, 816, 458
484, 561, 499, 233, 792, 644, 215, 663, 254, 223, 346, 0, 437, 475, 231
67, 679, 455, 328, 1175, 1050, 640, 1062, 690, 504, 128, 437, 0, 888, 494
922, 591, 724, 697, 332, 169, 374, 193, 244, 411, 816, 475, 888, 0, 426
515, 331, 327, 433, 684, 573, 374, 579, 316, 16, 458, 231, 494, 426, 0
