12
0, 857, 869, 564, 856, 542, 528, 461, 716, 397, 884, 514
857, 0, 243, 477, 133, 315, 374, 894, 761, 960, 739, 683
869, 243, 0, 357, 109, 369, 502, 778, 572, 866, 513, 551
564, 477, 357, 0, 398, 283, 435, 425, 320, 508, 394, 206
856, 133, 109, 398, 0, 324, 433, 824, 653, 901, 613, 602
542, 315, 369, 283, 324, 0, 160, 631, 603, 676, 663, 456
528, 374, 502, 435, 433, 160, 0, 729, 750, 752, 821, 585
461, 894, 778, 425, 824, 631, 729, 0, 337, 117, 530, 228
716, 761, 572, 320, 653, 603, 750, 337, 0, 454, 193, 206
397, 960, 866, 508, 901, 676, 752, 117, 454, 0, 648, 327
884, 739, 513, 394, 613, 663, 821, 530, 193, 648, 0, 371
514, 683, 551, 206, 602, 456, 585, 228, 206, 327, 371, 0
