15
0, 513, 434, 618, 529, 645, 366, 578, 568, 281, 262, 509, 341, 274, 145
513, 0, 620, 630, 562, 802, 777, 218, 411, 480, 764, 985, 196, 646, 609
434, 620, 0, 224, 163, 216, 294, 516, 342, 690, 609, 530, 572, 218, 568
618, 630, 224, 0, 90, 220, 515, 458, 238, 839, 823, 745, 651, 441, 761
529, 562, 163, 90, 0, 248, 457, 410, 203, 748, 740, 693, 567, 368, 672
645, 802, 216, 220, 248, 0, 412, 658, 446, 907, 789, 607, 779, 396, 772
366, 777, 294, 515, 457, 412, 0, 743, 614, 645, 402, 239, 657, 132, 440
578, 218, 516, 458, 410, 658, 743, 0, 221, 640, 841, 974, 357, 614, 706
568, 411, 342, 238, 203, 446, 614, 221, 0, 720, 816, 854, 479, 500, 711
281, 480, 690, 839, 748, 907, 645, 640, 720, 0, 391, 755, 288, 555, 240
262, 764, 609, 823, 740, 789, 402, 841, 816, 391, 0, 403, 577, 396, 162
509, 985, 530, 745, 693, 607, 239, 974, 854, 755, 403, 0, 840, 360, 518
341, 196, 572, 651, 567, 779, 657, 357, 479, 288, 577, 840, 0, 531, 419
274, 646, 218, 441, 368, 396, 132, 614, 500, 555, 396, 360, 531, 0, 382
145, 609, 568, 761, 672, 772, 440, 706, 711, 240, 162, 518, 419, 382, 0
