12
0, 375, 256, 106, 658, 946, 951, 805, 258, 616, 305, 743
375, 0, 533, 372, 408, 971, 632, 821, 632, 265, 71, 706
256, 533, 0, 177, 660, 739, 979, 612, 248, 798, 465, 586
106, 372, 177, 0, 588, 840, 894, 698, 281, 632, 301, 638
658, 408, 660, 588, 0, 702, 319, 571, 865, 518, 430, 431
946, 971, 739, 840, 702, 0, 906, 149, 978, 1180, 942, 275
951, 632, 979, 894, 319, 906, 0, 805, 1175, 608, 680, 668
805, 821, 612, 698, 571, 149, 805, 0, 857, 1034, 792, 140
258, 632, 248, 281, 865, 978, 1175, 857, 0, 873, 561, 835
616, 265, 798, 632, 518, 1180, 608, 1034, 873, 0, 333, 906
305, 71, 465, 301, 430, 942, 680, 792, 561, 333, 0, 685
743, 706, 586, 638, 431, 275, 668, 140, 835, 906, 685, 0
