14
0, 473, 550, 390, 319, 553, 665, 218, 366, 583, 950, 649, 522, 844
473, 0, 528, 327, 540, 804, 981, 256, 144, 987, 880, 1044, 112, 695
550, 528, 0, 218, 281, 390, 584, 467, 577, 704, 405, 733, 453, 303
390, 327, 218, 0, 253, 490, 677, 257, 359, 729, 613, 775, 279, 470
319, 540, 281, 253, 0, 273, 440, 349, 514, 476, 650, 522, 521, 583
553, 804, 390, 490, 273, 0, 194, 621, 787, 345, 598, 357, 769, 623
665, 981, 584, 677, 440, 194, 0, 776, 948, 233, 742, 209, 955, 800
218, 256, 467, 257, 349, 621, 776, 0, 173, 749, 869, 810, 307, 725
366, 144, 577, 359, 514, 787, 948, 173, 0, 922, 959, 983, 246, 789
583, 987, 704, 729, 476, 345, 233, 749, 922, 0, 942, 69, 988, 965
950, 880, 405, 613, 650, 598, 742, 869, 959, 942, 0, 943, 781, 209
649, 1044, 733, 775, 522, 357, 209, 810, 983, 69, 943, 0, 1040, 981
522, 112, 453, 279, 521, 769, 955, 307, 246, 988, 781, 1040, 0, 590
844, 695, 303, 470, 583, 623, 800, 725, 789, 965, 209, 981, 590, 0
