14
0, 379, 594, 584, 403, 174, 532, 388, 671, 205, 442, 306, 220, 659
379, 0, 881, 964, 576, 553, 673, 703, 940, 512, 76, 686, 478, 771
594, 881, 0, 503, 340, 493, 338, 759, 85, 393, 957, 484, 407, 396
584, 964, 503, 0, 674, 410, 755, 437, 575, 510, 1026, 279, 574, 857
403, 576, 340, 674, 0, 412, 129, 723, 379, 233, 652, 496, 186, 257
174, 553, 493, 410, 412, 0, 536, 311, 577, 180, 617, 134, 238, 663
532, 673, 338, 755, 129, 536, 0, 847, 347, 359, 748, 608, 316, 128
388, 703, 759, 437, 723, 311, 847, 0, 844, 490, 743, 274, 544, 974
671, 940, 85, 575, 379, 577, 347, 844, 0, 467, 1017, 570, 474, 376
205, 512, 393, 510, 233, 180, 359, 490, 467, 0, 586, 280, 65, 487
442, 76, 957, 1026, 652, 617, 748, 743, 1017, 586, 0, 747, 553, 843
306, 686, 484, 279, 496, 134, 608, 274, 570, 280, 747, 0, 345, 730
220, 478, 407, 574, 186, 238, 316, 544, 474, 65, 553, 345, 0, 444
659, 771, 396, 857, 257, 663, 128, 974, 376, 487, 843, 730, 444, 0
