15
0, 646, 320, 388, 665, 918, 469, 269, 996, 586, 829, 933, 331, 397, 634
646, 0, 422, 597, 101, 654, 270, 608, 720, 896, 440, 459, 320, 878, 78
320, 422, 0, 199, 483, 607, 390, 186, 686, 502, 510, 617, 228, 456, 445
388, 597, 199, 0, 670, 567, 590, 121, 641, 304, 548, 672, 424, 314, 632
665, 101, 483, 670, 0, 755, 232, 666, 819, 972, 539, 549, 334, 934, 37
918, 654, 607, 567, 755, 0, 851, 681, 79, 679, 225, 300, 761, 845, 730
469, 270, 390, 590, 232, 851, 0, 545, 925, 889, 664, 711, 170, 797, 214
269, 608, 186, 121, 666, 681, 545, 0, 757, 355, 638, 758, 375, 269, 629
996, 720, 686, 641, 819, 79, 925, 757, 0, 734, 282, 330, 839, 911, 797
586, 896, 502, 304, 972, 679, 889, 355, 734, 0, 751, 880, 721, 247, 935
829, 440, 510, 548, 539, 225, 664, 638, 282, 751, 0, 128, 606, 858, 518
933, 459, 617, 672, 549, 300, 711, 758, 330, 880, 128, 0, 682, 985, 536
331, 320, 228, 424, 334, 761, 170, 375, 839, 721, 606, 682, 0, 629, 302
397, 878, 456, 314, 934, 845, 797, 269, 911, 247, 858, 985, 629, 0, 897
634, 78, 445, 632, 37, 730, 214, 629, 797, 935, 518, 536, 302, 897, 0
