11
0, 905, 942, 409, 869, 210, 672, 783, 637, 718, 783
905, 0, 268, 525, 581, 1114, 233, 672, 645, 678, 287
942, 268, 0, 639, 348, 1136, 340, 908, 855, 903, 531
409, 525, 639, 0, 716, 619, 310, 472, 341, 424, 374
869, 581, 348, 716, 0, 1024, 519, 1112, 1020, 1087, 779
210, 1114, 1136, 619, 1024, 0, 880, 960, 816, 893, 992
672, 233, 340, 310, 519, 880, 0, 598, 524, 581, 268
783, 672, 908, 472, 1112, 960, 598, 0, 146, 67, 384
637, 645, 855, 341, 1020, 816, 524, 146, 0, 85, 368
718, 678, 903, 424, 1087, 893, 581, 67, 85, 0, 392
783, 287, 531, 374, 779, 992, 268, 384, 368, 392, 0
