14
0, 763, 474, 1154, 758, 672, 224, 335, 836, 657, 492, 654, 765, 648
763, 0, 474, 730, 5, 102, 622, 443, 106, 873, 284, 970, 195, 118
474, 474, 0, 681, 469, 434, 490, 211, 578, 416, 366, 500, 369, 369
1154, 730, 681, 0, 728, 795, 1147, 862, 801, 745, 890, 862, 547, 737
758, 5, 469, 728, 0, 99, 618, 438, 111, 868, 280, 965, 192, 113
672, 102, 434, 795, 99, 0, 522, 364, 166, 847, 184, 935, 247, 72
224, 622, 490, 1147, 618, 522, 0, 287, 675, 793, 338, 817, 677, 520
335, 443, 211, 862, 438, 364, 287, 0, 529, 582, 217, 640, 429, 325
836, 106, 578, 801, 111, 166, 675, 529, 0, 980, 345, 1076, 290, 212
657, 873, 416, 745, 868, 847, 793, 582, 980, 0, 776, 120, 726, 779
492, 284, 366, 890, 280, 184, 338, 217, 345, 776, 0, 846, 365, 186
654, 970, 500, 862, 965, 935, 817, 640, 1076, 120, 846, 0, 832, 869
765, 195, 369, 547, 192, 247, 677, 429, 290, 726, 365, 832, 0, 192
648, 118, 369, 737, 113, 72, 520, 325, 212, 779, 186, 869, 192, 0
