20
0, 345, 635, 497, 661, 861, 320, 907, 301, 554, 47, 507, 858, 908, 882, 872, 795, 695, 204, 528
345, 0, 874, 563, 543, 842, 338, 834, 170, 531, 297, 750, 1061, 887, 858, 1072, 758, 518, 513, 735
635, 874, 0, 423, 729, 645, 564, 771, 721, 559, 666, 128, 237, 675, 666, 252, 645, 833, 438, 150
497, 563, 423, 0, 311, 371, 228, 446, 393, 138, 497, 345, 536, 417, 393, 544, 319, 411, 413, 278
661, 543, 729, 311, 0, 332, 344, 292, 410, 172, 639, 657, 802, 370, 341, 805, 244, 112, 661, 588
861, 842, 645, 371, 332, 0, 556, 139, 686, 319, 855, 632, 615, 47, 23, 612, 87, 424, 782, 549
320, 338, 564, 228, 344, 556, 0, 589, 169, 239, 304, 450, 730, 604, 576, 740, 483, 394, 333, 416
907, 834, 771, 446, 292, 139, 589, 0, 692, 353, 894, 746, 753, 139, 126, 751, 130, 356, 857, 664
301, 170, 721, 393, 410, 686, 169, 692, 0, 369, 263, 601, 897, 732, 703, 908, 605, 415, 409, 577
554, 531, 559, 138, 172, 319, 239, 353, 369, 0, 542, 484, 650, 366, 338, 655, 244, 274, 515, 416
47, 297, 666, 497, 639, 855, 304, 894, 263, 542, 0, 537, 885, 902, 875, 898, 786, 666, 243, 552
507, 750, 128, 345, 657, 632, 450, 746, 601, 484, 537, 0, 355, 669, 655, 370, 615, 755, 313, 83
858, 1061, 237, 536, 802, 615, 730, 753, 897, 650, 885, 355, 0, 629, 631, 16, 647, 913, 668, 333
908, 887, 675, 417, 370, 47, 604, 139, 732, 366, 902, 669, 629, 0, 29, 626, 129, 457, 828, 586
882, 858, 666, 393, 341, 23, 576, 126, 703, 338, 875, 655, 631, 29, 0, 628, 100, 431, 805, 572
872, 1072, 252, 544, 805, 612, 740, 751, 908, 655, 898, 370, 16, 626, 628, 0, 646, 917, 682, 346
795, 758, 645, 319, 244, 87, 483, 130, 605, 244, 786, 615, 647, 129, 100, 646, 0, 340, 732, 534
695, 518, 833, 411, 112, 424, 394, 356, 415, 274, 666, 755, 913, 457, 431, 917, 340, 0, 725, 690
204, 513, 438, 413, 661, 782, 333, 857, 409, 515, 243, 313, 668, 828, 805, 682, 732, 725, 0, 349
528, 735, 150, 278, 588, 549, 416, 664, 577, 416, 552, 83, 333, 586, 572, 346, 534, 690, 349, 0
