14
0, 114, 437, 391, 105, 994, 464, 596, 955, 398, 452, 362, 397, 500
114, 0, 485, 413, 97, 1029, 410, 646, 993, 421, 476, 442, 317, 562
437, 485, 0, 113, 538, 557, 400, 160, 517, 109, 99, 160, 471, 102
391, 413, 113, 0, 482, 616, 288, 253, 580, 7, 62, 227, 358, 216
105, 97, 538, 482, 0, 1093, 507, 698, 1054, 490, 545, 468, 415, 604
994, 1029, 557, 616, 1093, 0, 779, 407, 46, 608, 553, 677, 905, 519
464, 410, 400, 288, 507, 779, 0, 510, 756, 292, 313, 499, 136, 502
596, 646, 160, 253, 698, 407, 510, 0, 364, 246, 203, 271, 604, 115
955, 993, 517, 580, 1054, 46, 756, 364, 0, 573, 518, 633, 879, 475
398, 421, 109, 7, 490, 608, 292, 246, 573, 0, 55, 227, 364, 211
452, 476, 99, 62, 545, 553, 313, 203, 518, 55, 0, 248, 400, 193
362, 442, 160, 227, 468, 677, 499, 271, 633, 227, 248, 0, 533, 158
397, 317, 471, 358, 415, 905, 136, 604, 879, 364, 400, 533, 0, 573
500, 562, 102, 216, 604, 519, 502, 115, 475, 211, 193, 158, 573, 0
