15
0, 390, 240, 219, 501, 134, 551, 629, 142, 709, 636, 225, 623, 225, 494
390, 0, 574, 527, 268, 404, 431, 392, 257, 864, 563, 196, 445, 613, 428
240, 574, 0, 55, 583, 170, 556, 684, 323, 516, 592, 450, 644, 235, 483
219, 527, 55, 0, 527, 125, 502, 629, 281, 503, 543, 415, 590, 266, 430
501, 268, 583, 527, 0, 435, 180, 135, 365, 693, 313, 406, 177, 715, 209
134, 404, 170, 125, 435, 0, 447, 550, 157, 579, 517, 294, 527, 289, 383
551, 431, 556, 502, 180, 447, 0, 166, 441, 536, 133, 527, 91, 737, 75
629, 392, 684, 629, 135, 550, 166, 0, 497, 700, 267, 542, 95, 836, 233
142, 257, 323, 281, 365, 157, 441, 497, 0, 705, 543, 142, 502, 367, 395
709, 864, 516, 503, 693, 579, 536, 700, 705, 0, 447, 846, 610, 747, 484
636, 563, 592, 543, 313, 517, 133, 267, 543, 447, 0, 644, 172, 798, 149
225, 196, 450, 415, 406, 294, 527, 542, 142, 846, 644, 0, 570, 434, 496
623, 445, 644, 590, 177, 527, 91, 95, 502, 610, 172, 570, 0, 817, 166
225, 613, 235, 266, 715, 289, 737, 836, 367, 747, 798, 434, 817, 0, 670
494, 428, 483, 430, 209, 383, 75, 233, 395, 484, 149, 496, 166, 670, 0
