13
0, 393, 826, 668, 565, 989, 1259, 843, 491, 695, 527, 361, 725
393, 0, 589, 484, 327, 894, 1085, 722, 691, 824, 135, 522, 828
826, 589, 0, 168, 272, 404, 502, 257, 731, 693, 578, 633, 656
668, 484, 168, 0, 159, 417, 610, 243, 572, 562, 509, 466, 534
565, 327, 272, 159, 0, 576, 759, 402, 594, 640, 351, 452, 624
989, 894, 404, 417, 576, 0, 324, 173, 671, 516, 927, 670, 461
1259, 1085, 502, 610, 759, 324, 0, 419, 991, 841, 1080, 971, 785
843, 722, 257, 243, 402, 173, 419, 0, 594, 492, 753, 554, 444
491, 691, 731, 572, 594, 671, 991, 594, 0, 219, 810, 169, 265
695, 824, 693, 562, 640, 516, 841, 492, 219, 0, 924, 339, 57
527, 135, 578, 509, 351, 927, 1080, 753, 810, 924, 0, 641, 922
361, 522, 633, 466, 452, 670, 971, 554, 169, 339, 641, 0, 365
725, 828, 656, 534, 624, 461, 785, 444, 265, 57, 922, 365, 0
