11
0, 262, 501, 786, 913, 759, 799, 408, 773, 304, 739
262, 0, 244, 601, 977, 565, 842, 152, 562, 46, 635
501, 244, 0, 566, 1144, 523, 1001, 93, 490, 199, 694
786, 601, 566, 0, 834, 43, 698, 582, 102, 595, 255
913, 977, 1144, 834, 0, 856, 144, 1088, 922, 1012, 579
759, 565, 523, 43, 856, 0, 718, 540, 67, 557, 279
799, 842, 1001, 698, 144, 718, 0, 948, 783, 875, 445
408, 152, 93, 582, 1088, 540, 948, 0, 519, 106, 676
773, 562, 490, 102, 922, 67, 783, 519, 0, 549, 346
304, 46, 199, 595, 1012, 557, 875, 106, 549, 0, 647
739, 635, 694, 255, 579, 279, 445, 676, 346, 647, 0
