30
0, 869, 627, 126, 131, 258, 147, 932, 401, 642, 69, 579, 428, 352, 905, 925, 160, 972, 414, 893, 679, 661, 510, 661, 937, 269, 447, 515, 904, 230
869, 0, 646, 773, 940, 633, 726, 240, 610, 285, 919, 711, 742, 795, 175, 161, 958, 112, 461, 50, 250, 319, 573, 563, 178, 716, 443, 519, 134, 676
627, 646, 0, 631, 756, 583, 573, 531, 725, 647, 696, 941, 221, 836, 550, 792, 784, 693, 408, 694, 656, 329, 144, 898, 809, 358, 367, 746, 579, 415
126, 773, 631, 0, 168, 142, 60, 861, 275, 529, 151, 459, 460, 248, 827, 816, 189, 880, 339, 793, 568, 600, 497, 534, 827, 289, 379, 388, 821, 215
131, 940, 756, 168, 0, 307, 221, 1028, 401, 690, 67, 536, 560, 293, 995, 977, 28, 1048, 505, 959, 729, 763, 634, 649, 988, 398, 544, 523, 989, 349
258, 633, 583, 142, 307, 0, 112, 736, 177, 387, 294, 393, 456, 253, 697, 673, 325, 741, 223, 651, 425, 487, 440, 428, 684, 295, 270, 269, 688, 205
147, 726, 573, 60, 221, 112, 0, 806, 274, 494, 192, 476, 410, 286, 774, 778, 244, 832, 283, 749, 532, 542, 438, 532, 790, 238, 322, 377, 769, 159
932, 240, 531, 861, 1028, 736, 806, 0, 766, 475, 992, 907, 690, 944, 65, 393, 1050, 205, 522, 283, 449, 275, 513, 776, 409, 721, 485, 699, 106, 711
401, 610, 725, 275, 401, 177, 274, 766, 0, 328, 415, 220, 624, 185, 716, 607, 407, 722, 324, 615, 367, 558, 581, 260, 614, 470, 371, 122, 696, 380
642, 285, 647, 529, 690, 387, 494, 475, 328, 0, 681, 433, 652, 513, 416, 287, 703, 397, 297, 286, 39, 357, 524, 305, 298, 564, 310, 233, 389, 497
69, 919, 696, 151, 67, 294, 192, 992, 415, 681, 0, 572, 496, 333, 963, 967, 95, 1025, 471, 941, 719, 723, 578, 670, 978, 338, 507, 533, 960, 297
579, 711, 941, 459, 536, 393, 476, 907, 220, 433, 572, 0, 845, 244, 849, 657, 531, 819, 534, 701, 464, 740, 797, 173, 659, 689, 578, 214, 822, 599
428, 742, 221, 460, 560, 456, 410, 690, 624, 652, 496, 845, 0, 693, 692, 864, 589, 814, 361, 785, 674, 433, 177, 843, 881, 172, 342, 679, 710, 255
352, 795, 836, 248, 293, 253, 286, 944, 185, 513, 333, 244, 693, 0, 896, 788, 286, 907, 465, 800, 552, 720, 693, 377, 794, 523, 513, 293, 879, 439
905, 175, 550, 827, 995, 697, 774, 65, 716, 416, 963, 849, 692, 896, 0, 330, 1016, 153, 491, 219, 388, 263, 515, 715, 346, 707, 458, 644, 42, 689
925, 161, 792, 816, 977, 673, 778, 393, 607, 287, 967, 657, 864, 788, 330, 0, 991, 209, 545, 112, 248, 463, 705, 491, 17, 813, 539, 496, 288, 759
160, 958, 784, 189, 28, 325, 244, 1050, 407, 703, 95, 531, 589, 286, 1016, 991, 0, 1066, 527, 975, 743, 787, 662, 650, 1001, 427, 567, 529, 1010, 376
972, 112, 693, 880, 1048, 741, 832, 205, 722, 397, 1025, 819, 814, 907, 153, 209, 1066, 0, 561, 120, 360, 381, 640, 666, 221, 806, 537, 630, 116, 773
414, 461, 408, 339, 505, 223, 283, 522, 324, 297, 471, 534, 361, 465, 491, 545, 527, 561, 0, 492, 323, 264, 266, 494, 559, 270, 48, 338, 489, 216
893, 50, 694, 793, 959, 651, 749, 283, 615, 286, 941, 701, 785, 800, 219, 112, 975, 120, 492, 0, 248, 367, 618, 546, 129, 752, 477, 517, 176, 708
679, 250, 656, 568, 729, 425, 532, 449, 367, 39, 719, 464, 674, 552, 388, 248, 743, 360, 323, 248, 0, 355, 539, 326, 259, 593, 332, 269, 359, 528
661, 319, 329, 600, 763, 487, 542, 275, 558, 357, 723, 740, 433, 720, 263, 463, 787, 381, 264, 367, 355, 0, 258, 649, 480, 446, 221, 527, 277, 436
510, 573, 144, 497, 634, 440, 438, 513, 581, 524, 578, 797, 177, 693, 515, 705, 662, 640, 266, 618, 539, 258, 0, 759, 722, 247, 228, 604, 534, 286
661, 563, 898, 534, 649, 428, 532, 776, 260, 305, 670, 173, 843, 377, 715, 491, 650, 666, 494, 546, 326, 649, 759, 0, 491, 706, 530, 164, 683, 619
937, 178, 809, 827, 988, 684, 790, 409, 614, 298, 978, 659, 881, 794, 346, 17, 1001, 221, 559, 129, 259, 480, 722, 491, 0, 828, 554, 502, 303, 773
269, 716, 358, 289, 398, 295, 238, 721, 470, 564, 338, 689, 172, 523, 707, 813, 427, 806, 270, 752, 593, 446, 247, 706, 828, 0, 275, 541, 716, 89
447, 443, 367, 379, 544, 270, 322, 485, 371, 310, 507, 578, 342, 513, 458, 539, 567, 537, 48, 477, 332, 221, 228, 530, 554, 275, 0, 378, 459, 235
515, 519, 746, 388, 523, 269, 377, 699, 122, 233, 533, 214, 679, 293, 644, 496, 529, 630, 338, 517, 269, 527, 604, 164, 502, 541, 378, 0, 619, 455
904, 134, 579, 821, 989, 688, 769, 106, 696, 389, 960, 822, 710, 879, 42, 288, 1010, 116, 489, 176, 359, 277, 534, 683, 303, 716, 459, 619, 0, 693
230, 676, 415, 215, 349, 205, 159, 711, 380, 497, 297, 599, 255, 439, 689, 759, 376, 773, 216, 708, 528, 436, 286, 619, 773, 89, 235, 455, 693, 0
