13
0, 656, 279, 610, 690, 563, 393, 363, 495, 167, 481, 441, 237
656, 0, 932, 506, 574, 121, 785, 421, 393, 510, 273, 516, 516
279, 932, 0, 851, 922, 842, 510, 590, 756, 425, 732, 622, 457
610, 506, 851, 0, 89, 399, 444, 672, 151, 582, 623, 805, 662
690, 574, 922, 89, 0, 473, 485, 761, 239, 669, 708, 894, 751
563, 121, 842, 399, 473, 0, 665, 391, 275, 433, 273, 508, 459
393, 785, 510, 444, 485, 665, 0, 685, 432, 496, 739, 797, 592
363, 421, 590, 672, 761, 391, 685, 0, 521, 202, 158, 133, 133
495, 393, 756, 151, 239, 275, 432, 521, 0, 442, 475, 654, 517
167, 510, 425, 582, 669, 433, 496, 202, 442, 0, 314, 301, 98
481, 273, 732, 623, 708, 273, 739, 158, 475, 314, 0, 243, 279
441, 516, 622, 805, 894, 508, 797, 133, 654, 301, 243, 0, 207
237, 516, 457, 662, 751, 459, 592, 133, 517, 98, 279, 207, 0
