14
0, 207, 240, 471, 379, 779, 127, 868, 599, 748, 498, 741, 535, 272
207, 0, 241, 296, 302, 614, 102, 826, 448, 540, 571, 764, 514, 300
240, 241, 0, 326, 153, 589, 267, 630, 404, 685, 331, 530, 299, 59
471, 296, 326, 0, 223, 318, 397, 643, 165, 383, 590, 680, 416, 368
379, 302, 153, 223, 0, 442, 368, 523, 258, 606, 367, 487, 223, 169
779, 614, 589, 318, 442, 0, 714, 554, 185, 442, 745, 714, 510, 611
127, 102, 267, 397, 368, 714, 0, 887, 544, 631, 576, 796, 562, 318
868, 826, 630, 643, 523, 554, 887, 0, 512, 960, 491, 270, 334, 597
599, 448, 404, 165, 258, 185, 544, 512, 0, 453, 584, 604, 364, 427
748, 540, 685, 383, 606, 442, 631, 960, 453, 0, 973, 1049, 792, 737
498, 571, 331, 590, 367, 745, 576, 491, 584, 973, 0, 270, 240, 271
741, 764, 530, 680, 487, 714, 796, 270, 604, 1049, 270, 0, 266, 479
535, 514, 299, 416, 223, 510, 562, 334, 364, 792, 240, 266, 0, 263
272, 300, 59, 368, 169, 611, 318, 597, 427, 737, 271, 479, 263, 0
