14
0, 402, 394, 849, 799, 94, 443, 328, 915, 310, 363, 662, 275, 126
402, 0, 555, 1037, 679, 481, 438, 716, 886, 482, 763, 287, 214, 519
394, 555, 0, 489, 499, 457, 195, 411, 545, 88, 510, 675, 342, 363
849, 1037, 489, 0, 675, 884, 615, 689, 510, 574, 780, 1101, 829, 772
799, 679, 499, 675, 0, 886, 358, 910, 249, 538, 1007, 567, 571, 824
94, 481, 457, 884, 886, 0, 529, 290, 991, 378, 300, 750, 369, 114
443, 438, 195, 615, 358, 529, 0, 573, 487, 194, 665, 496, 256, 467
328, 716, 411, 689, 910, 290, 573, 0, 940, 379, 101, 946, 541, 202
915, 886, 545, 510, 249, 991, 487, 940, 0, 614, 1041, 811, 738, 906
310, 482, 88, 574, 538, 378, 194, 379, 614, 0, 472, 631, 268, 294
363, 763, 510, 780, 1007, 300, 665, 101, 1041, 472, 0, 1009, 606, 245
662, 287, 675, 1101, 567, 750, 496, 946, 811, 631, 1009, 0, 405, 764
275, 214, 342, 829, 571, 369, 256, 541, 738, 268, 606, 405, 0, 363
126, 519, 363, 772, 824, 114, 467, 202, 906, 294, 245, 764, 363, 0
