12
0, 411, 138, 565, 831, 389, 522, 633, 463, 600, 195, 851
411, 0, 277, 420, 765, 652, 330, 621, 493, 461, 456, 559
138, 277, 0, 508, 813, 474, 447, 626, 459, 547, 260, 760
565, 420, 508, 0, 345, 509, 91, 232, 208, 42, 440, 332
831, 765, 813, 345, 0, 606, 436, 201, 368, 305, 657, 469
389, 652, 474, 509, 606, 0, 533, 418, 305, 520, 214, 841
522, 330, 447, 91, 436, 533, 0, 317, 253, 131, 426, 335
633, 621, 626, 232, 201, 418, 317, 0, 170, 207, 456, 495
463, 493, 459, 208, 368, 305, 253, 170, 0, 215, 291, 537
600, 461, 547, 42, 305, 520, 131, 207, 215, 0, 467, 322
195, 456, 260, 440, 657, 214, 426, 456, 291, 467, 0, 760
851, 559, 760, 332, 469, 841, 335, 495, 537, 322, 760, 0
