15
0, 460, 413, 473, 224, 543, 415, 437, 573, 343, 407, 402, 426, 337, 498
460, 0, 674, 914, 550, 585, 265, 188, 286, 726, 631, 624, 884, 305, 880
413, 674, 0, 414, 627, 278, 767, 528, 587, 195, 55, 60, 481, 711, 267
473, 914, 414, 0, 567, 691, 885, 832, 934, 230, 463, 465, 125, 801, 192
224, 550, 627, 567, 0, 766, 384, 595, 739, 517, 627, 622, 475, 295, 655
543, 585, 278, 691, 766, 0, 767, 400, 391, 464, 228, 226, 747, 740, 542
415, 265, 767, 885, 384, 767, 0, 419, 543, 751, 739, 732, 820, 90, 908
437, 188, 528, 832, 595, 400, 419, 0, 144, 620, 479, 472, 827, 427, 763
573, 286, 587, 934, 739, 391, 543, 144, 0, 712, 533, 527, 943, 563, 843
343, 726, 195, 230, 517, 464, 751, 620, 712, 0, 237, 239, 286, 678, 158
407, 631, 55, 463, 627, 228, 739, 479, 533, 237, 0, 7, 523, 687, 322
402, 624, 60, 465, 622, 226, 732, 472, 527, 239, 7, 0, 523, 680, 327
426, 884, 481, 125, 475, 747, 820, 827, 943, 286, 523, 523, 0, 733, 304
337, 305, 711, 801, 295, 740, 90, 427, 563, 678, 687, 680, 733, 0, 834
498, 880, 267, 192, 655, 542, 908, 763, 843, 158, 322, 327, 304, 834, 0
