12
0, 667, 999, 357, 921, 699, 699, 138, 544, 310, 563, 661
667, 0, 348, 330, 258, 204, 330, 737, 355, 553, 493, 448
999, 348, 0, 677, 105, 462, 587, 1050, 554, 900, 806, 728
357, 330, 677, 0, 588, 343, 364, 456, 389, 242, 327, 375
921, 258, 105, 588, 0, 358, 482, 982, 518, 804, 701, 623
699, 204, 462, 343, 358, 0, 132, 799, 536, 494, 346, 267
699, 330, 587, 364, 482, 132, 0, 814, 636, 447, 243, 142
138, 737, 1050, 456, 982, 799, 814, 0, 546, 447, 696, 789
544, 355, 554, 389, 518, 536, 636, 546, 0, 615, 701, 712
310, 553, 900, 242, 804, 494, 447, 447, 615, 0, 260, 372
563, 493, 806, 327, 701, 346, 243, 696, 701, 260, 0, 123
661, 448, 728, 375, 623, 267, 142, 789, 712, 372, 123, 0
