20
0, 340, 703, 722, 134, 655, 372, 613, 693, 460, 597, 205, 257, 230, 682, 584, 552, 726, 115, 737
340, 0, 365, 445, 207, 341, 404, 321, 477, 160, 404, 519, 241, 564, 551, 337, 362, 465, 247, 481
703, 365, 0, 378, 573, 243, 641, 214, 413, 309, 503, 883, 536, 929, 576, 397, 489, 322, 602, 343
722, 445, 378, 0, 596, 142, 844, 550, 762, 285, 202, 834, 686, 903, 902, 143, 223, 688, 666, 710
134, 207, 573, 596, 0, 522, 367, 501, 609, 327, 488, 314, 207, 356, 629, 462, 442, 626, 84, 639
655, 341, 243, 142, 522, 0, 725, 407, 620, 194, 271, 795, 577, 857, 761, 167, 267, 546, 581, 567
372, 404, 641, 844, 367, 725, 0, 456, 417, 563, 802, 557, 172, 546, 339, 741, 758, 495, 292, 495
613, 321, 214, 550, 501, 407, 456, 0, 212, 366, 621, 813, 392, 843, 363, 520, 593, 153, 500, 173
693, 477, 413, 762, 609, 620, 417, 212, 0, 562, 824, 899, 439, 912, 176, 727, 794, 109, 580, 96
460, 160, 309, 285, 327, 194, 563, 366, 562, 0, 266, 608, 401, 666, 669, 182, 232, 520, 388, 539
597, 404, 503, 202, 488, 271, 802, 621, 824, 266, 0, 671, 631, 746, 935, 106, 45, 772, 569, 793
205, 519, 883, 834, 314, 795, 557, 813, 899, 608, 671, 0, 461, 79, 882, 690, 631, 930, 320, 941
257, 241, 536, 686, 207, 577, 172, 392, 439, 401, 631, 461, 0, 473, 429, 575, 587, 482, 148, 490
230, 564, 929, 903, 356, 857, 546, 843, 912, 666, 746, 79, 473, 0, 879, 760, 704, 952, 343, 962
682, 551, 576, 902, 629, 761, 339, 363, 176, 669, 935, 882, 429, 879, 0, 846, 899, 285, 578, 271
584, 337, 397, 143, 462, 167, 741, 520, 727, 182, 106, 690, 575, 760, 846, 0, 100, 670, 537, 691
552, 362, 489, 223, 442, 267, 758, 593, 794, 232, 45, 631, 587, 704, 899, 100, 0, 746, 523, 766
726, 465, 322, 688, 626, 546, 495, 153, 109, 520, 772, 930, 482, 952, 285, 670, 746, 0, 611, 21
115, 247, 602, 666, 84, 581, 292, 500, 580, 388, 569, 320, 148, 343, 578, 537, 523, 611, 0, 622
737, 481, 343, 710, 639, 567, 495, 173, 96, 539, 793, 941, 490, 962, 271, 691, 766, 21, 622, 0
