20
0, 740, 526, 296, 908, 428, 823, 178, 596, 121, 580, 518, 149, 639, 827, 593, 750, 210, 633, 690
740, 0, 537, 472, 481, 364, 259, 837, 375, 625, 700, 715, 591, 755, 462, 799, 892, 846, 269, 375
526, 537, 0, 490, 954, 525, 764, 699, 698, 423, 902, 871, 444, 971, 902, 966, 1111, 484, 277, 766
296, 472, 490, 0, 621, 132, 527, 365, 309, 213, 414, 381, 159, 482, 544, 476, 621, 466, 452, 402
908, 481, 954, 621, 0, 498, 224, 912, 312, 834, 506, 564, 780, 520, 85, 601, 607, 1088, 728, 218
428, 364, 525, 132, 498, 0, 395, 487, 193, 339, 398, 388, 288, 464, 425, 481, 608, 592, 412, 281
823, 259, 764, 527, 224, 395, 0, 871, 271, 728, 579, 617, 680, 616, 224, 682, 734, 976, 518, 207
178, 837, 699, 365, 912, 487, 871, 0, 614, 278, 499, 429, 275, 547, 827, 483, 634, 351, 775, 705
596, 375, 698, 309, 312, 193, 271, 614, 0, 522, 329, 355, 468, 381, 235, 431, 517, 775, 531, 94
121, 625, 423, 213, 834, 339, 728, 278, 522, 0, 572, 521, 56, 637, 757, 606, 762, 253, 512, 616
580, 700, 902, 414, 506, 398, 579, 499, 329, 572, 0, 71, 520, 68, 426, 103, 210, 790, 809, 372
518, 715, 871, 381, 564, 388, 617, 429, 355, 521, 71, 0, 470, 121, 482, 95, 243, 729, 800, 411
149, 591, 444, 159, 780, 288, 680, 275, 468, 56, 520, 470, 0, 585, 702, 558, 713, 308, 501, 561
639, 755, 971, 482, 520, 464, 616, 547, 381, 637, 68, 121, 585, 0, 445, 86, 143, 850, 874, 411
827, 462, 902, 544, 85, 425, 224, 827, 235, 757, 426, 482, 702, 445, 0, 523, 542, 1010, 691, 144
593, 799, 966, 476, 601, 481, 682, 483, 431, 606, 103, 95, 558, 86, 523, 0, 157, 802, 894, 475
750, 892, 1111, 621, 607, 608, 734, 634, 517, 762, 210, 243, 713, 143, 542, 157, 0, 959, 1018, 535
210, 846, 484, 466, 1088, 592, 976, 351, 775, 253, 790, 729, 308, 850, 1010, 802, 959, 0, 676, 869
633, 269, 277, 452, 728, 412, 518, 775, 531, 512, 809, 800, 501, 874, 691, 894, 1018, 676, 0, 572
690, 375, 766, 402, 218, 281, 207, 705, 94, 616, 372, 411, 561, 411, 144, 475, 535, 869, 572, 0
