11
0, 455, 489, 147, 531, 469, 404, 453, 470, 106, 465
455, 0, 860, 327, 885, 925, 418, 435, 423, 415, 614
489, 860, 0, 549, 791, 365, 536, 940, 595, 593, 383
147, 327, 549, 0, 666, 603, 291, 457, 349, 176, 408
531, 885, 791, 666, 0, 480, 935, 569, 1001, 497, 960
469, 925, 365, 603, 480, 0, 749, 826, 819, 535, 672
404, 418, 536, 291, 935, 749, 0, 724, 71, 466, 203
453, 435, 940, 457, 569, 826, 724, 0, 764, 347, 865
470, 423, 595, 349, 1001, 819, 71, 764, 0, 526, 237
106, 415, 593, 176, 497, 535, 466, 347, 526, 0, 556
465, 614, 383, 408, 960, 672, 203, 865, 237, 556, 0
