11
0, 127, 77, 379, 100, 197, 715, 732, 577, 774, 790
127, 0, 197, 502, 83, 319, 840, 772, 631, 875, 911
77, 197, 0, 305, 143, 122, 664, 760, 598, 753, 746
379, 502, 305, 0, 441, 183, 433, 842, 673, 647, 541
100, 83, 143, 441, 0, 260, 806, 816, 666, 874, 886
197, 319, 122, 183, 260, 0, 566, 784, 616, 701, 658
715, 840, 664, 433, 806, 566, 0, 753, 624, 342, 120
732, 772, 760, 842, 816, 784, 753, 0, 170, 473, 710
577, 631, 598, 673, 666, 616, 624, 170, 0, 401, 603
774, 875, 753, 647, 874, 701, 342, 473, 401, 0, 258
790, 911, 746, 541, 886, 658, 120, 710, 603, 258, 0
