30
0, 424, 418, 549, 397, 558, 667, 658, 200, 752, 324, 385, 361, 427, 747, 636, 619, 388, 585, 726, 361, 515, 718, 605, 340, 749, 777, 408, 33, 779
424, 0, 409, 633, 781, 588, 789, 895, 323, 971, 650, 654, 364, 536, 894, 719, 837, 541, 787, 535, 761, 248, 853, 787, 84, 628, 614, 772, 424, 838
418, 409, 0, 224, 555, 182, 380, 516, 224, 579, 390, 338, 61, 146, 486, 310, 454, 178, 400, 326, 568, 255, 445, 392, 366, 331, 365, 519, 446, 434
549, 633, 224, 0, 519, 76, 156, 327, 396, 372, 367, 276, 272, 123, 263, 91, 265, 163, 212, 400, 554, 462, 220, 191, 586, 324, 391, 467, 582, 231
397, 781, 555, 519, 0, 576, 543, 399, 466, 489, 165, 243, 535, 449, 567, 565, 397, 397, 400, 870, 60, 774, 562, 435, 698, 830, 887, 58, 418, 685
558, 588, 182, 76, 576, 0, 216, 404, 385, 445, 418, 332, 239, 140, 324, 136, 341, 192, 289, 324, 606, 399, 280, 267, 549, 255, 319, 527, 589, 252
667, 789, 380, 156, 543, 216, 0, 231, 537, 242, 421, 324, 426, 263, 107, 84, 181, 284, 149, 511, 590, 615, 64, 113, 740, 406, 480, 485, 701, 142
658, 895, 516, 327, 399, 404, 231, 0, 593, 96, 344, 273, 541, 370, 194, 302, 63, 354, 117, 723, 456, 770, 209, 137, 830, 630, 703, 343, 690, 357
200, 323, 224, 396, 466, 385, 537, 593, 0, 678, 327, 336, 164, 275, 632, 487, 541, 256, 495, 525, 455, 331, 596, 504, 246, 552, 578, 451, 225, 626
752, 971, 579, 372, 489, 445, 242, 96, 678, 0, 440, 367, 611, 437, 163, 324, 137, 431, 184, 753, 548, 830, 196, 187, 910, 648, 722, 435, 784, 339
324, 650, 390, 367, 165, 418, 421, 344, 327, 440, 0, 97, 373, 286, 471, 426, 316, 232, 298, 704, 188, 616, 454, 327, 571, 668, 724, 130, 354, 558
385, 654, 338, 276, 243, 332, 324, 273, 336, 367, 97, 0, 335, 212, 379, 330, 234, 163, 208, 635, 278, 582, 360, 234, 581, 587, 647, 194, 417, 460
361, 364, 61, 272, 535, 239, 426, 541, 164, 611, 373, 335, 0, 173, 530, 361, 480, 189, 428, 370, 541, 246, 490, 425, 314, 388, 416, 503, 389, 490
427, 536, 146, 123, 449, 140, 263, 370, 275, 437, 286, 212, 173, 0, 362, 213, 308, 53, 255, 423, 474, 402, 324, 251, 481, 382, 438, 404, 460, 354
747, 894, 486, 263, 567, 324, 107, 194, 632, 163, 471, 379, 530, 362, 0, 189, 172, 376, 173, 607, 620, 722, 44, 144, 843, 494, 569, 509, 780, 175
636, 719, 310, 91, 565, 136, 84, 302, 487, 324, 426, 330, 361, 213, 189, 0, 245, 247, 201, 428, 606, 535, 145, 169, 675, 328, 401, 510, 669, 142
619, 837, 454, 265, 397, 341, 181, 63, 541, 137, 316, 234, 480, 308, 172, 245, 0, 296, 54, 662, 451, 708, 174, 76, 774, 572, 644, 339, 652, 316
388, 541, 178, 163, 397, 192, 284, 354, 256, 431, 232, 163, 189, 53, 376, 247, 296, 0, 246, 473, 420, 430, 341, 250, 479, 436, 491, 353, 422, 390
585, 787, 400, 212, 400, 289, 149, 117, 495, 184, 298, 208, 428, 255, 173, 201, 54, 246, 0, 611, 450, 654, 162, 36, 725, 524, 596, 342, 619, 291
726, 535, 326, 400, 870, 324, 511, 723, 525, 753, 704, 635, 370, 423, 607, 428, 662, 473, 611, 0, 888, 286, 565, 586, 544, 131, 82, 827, 750, 464
361, 761, 568, 554, 60, 606, 590, 456, 455, 548, 188, 278, 541, 474, 620, 606, 451, 420, 450, 888, 0, 773, 612, 484, 678, 856, 911, 113, 380, 731
515, 248, 255, 462, 774, 399, 615, 770, 331, 830, 616, 582, 246, 402, 722, 535, 708, 430, 654, 286, 773, 0, 679, 644, 263, 383, 365, 747, 531, 632
718, 853, 445, 220, 562, 280, 64, 209, 596, 196, 454, 360, 490, 324, 44, 145, 174, 341, 162, 565, 612, 679, 0, 128, 803, 454, 529, 504, 752, 148
605, 787, 392, 191, 435, 267, 113, 137, 504, 187, 327, 234, 425, 251, 144, 169, 76, 250, 36, 586, 484, 644, 128, 0, 729, 496, 568, 377, 639, 255
340, 84, 366, 586, 698, 549, 740, 830, 246, 910, 571, 581, 314, 481, 843, 675, 774, 479, 725, 544, 678, 263, 803, 729, 0, 623, 619, 691, 341, 801
749, 628, 331, 324, 830, 255, 406, 630, 552, 648, 668, 587, 388, 382, 494, 328, 572, 436, 524, 131, 856, 383, 454, 496, 623, 0, 74, 781, 777, 340
777, 614, 365, 391, 887, 319, 480, 703, 578, 722, 724, 647, 416, 438, 569, 401, 644, 491, 596, 82, 911, 365, 529, 568, 619, 74, 0, 841, 803, 413
408, 772, 519, 467, 58, 527, 485, 343, 451, 435, 130, 194, 503, 404, 509, 510, 339, 353, 342, 827, 113, 747, 504, 377, 691, 781, 841, 0, 433, 627
33, 424, 446, 582, 418, 589, 701, 690, 225, 784, 354, 417, 389, 460, 780, 669, 652, 422, 619, 750, 380, 531, 752, 639, 341, 777, 803, 433, 0, 812
779, 838, 434, 231, 685, 252, 142, 357, 626, 339, 558, 460, 490, 354, 175, 142, 316, 390, 291, 464, 731, 632, 148, 255, 801, 340, 413, 627, 812, 0
