25
0, 332, 347, 357, 416, 393, 480, 475, 250, 445, 199, 299, 342, 418, 127, 512, 393, 119, 345, 172, 256, 303, 474, 373, 624
332, 0, 134, 258, 683, 616, 154, 352, 211, 553, 344, 458, 577, 625, 412, 340, 720, 393, 191, 160, 143, 576, 792, 201, 378
347, 134, 0, 387, 621, 539, 241, 217, 319, 444, 426, 373, 648, 542, 456, 474, 703, 367, 322, 206, 254, 524, 821, 67, 501
357, 258, 387, 0, 773, 739, 298, 603, 109, 738, 217, 610, 420, 759, 351, 156, 723, 468, 69, 252, 144, 660, 703, 452, 289
416, 683, 621, 773, 0, 111, 835, 596, 665, 308, 600, 260, 626, 136, 471, 926, 246, 306, 755, 552, 659, 113, 511, 600, 1029
393, 616, 539, 739, 111, 0, 765, 492, 630, 197, 590, 166, 657, 33, 475, 888, 336, 275, 712, 501, 613, 123, 590, 510, 977
480, 154, 241, 298, 835, 765, 0, 430, 306, 685, 455, 603, 687, 772, 547, 302, 872, 547, 233, 308, 250, 729, 928, 297, 275
475, 352, 217, 603, 596, 492, 430, 0, 526, 330, 609, 339, 811, 481, 601, 691, 749, 438, 539, 391, 464, 528, 924, 150, 703
250, 211, 319, 109, 665, 630, 306, 526, 0, 633, 150, 503, 381, 650, 264, 261, 627, 360, 101, 150, 67, 552, 635, 380, 379
445, 553, 444, 738, 308, 197, 685, 330, 633, 0, 640, 147, 766, 174, 559, 870, 523, 339, 694, 486, 597, 290, 760, 396, 931
199, 344, 426, 217, 600, 590, 455, 609, 150, 640, 0, 496, 233, 615, 140, 368, 514, 317, 244, 222, 207, 490, 489, 477, 506
299, 458, 373, 610, 260, 166, 603, 339, 503, 147, 496, 0, 619, 169, 411, 751, 421, 191, 574, 361, 474, 191, 634, 344, 828
342, 577, 648, 420, 626, 657, 687, 811, 381, 766, 233, 619, 0, 689, 215, 546, 452, 428, 464, 442, 440, 537, 312, 692, 697
418, 625, 542, 759, 136, 33, 772, 481, 650, 174, 615, 169, 689, 0, 504, 905, 369, 299, 729, 517, 630, 156, 624, 510, 991
127, 412, 456, 351, 471, 475, 547, 601, 264, 559, 140, 411, 215, 504, 0, 505, 374, 220, 365, 258, 300, 366, 381, 491, 638
512, 340, 474, 156, 926, 888, 302, 691, 261, 870, 368, 751, 546, 905, 505, 0, 879, 621, 177, 389, 276, 813, 844, 541, 153
393, 720, 703, 723, 246, 336, 872, 749, 627, 523, 514, 421, 452, 369, 374, 879, 0, 336, 728, 564, 647, 235, 268, 705, 1007
119, 393, 367, 468, 306, 275, 547, 438, 360, 339, 317, 191, 428, 299, 220, 621, 336, 0, 449, 249, 353, 193, 485, 372, 723
345, 191, 322, 69, 755, 712, 233, 539, 101, 694, 244, 574, 464, 729, 365, 177, 728, 449, 0, 212, 99, 642, 732, 388, 279
172, 160, 206, 252, 552, 501, 308, 391, 150, 486, 222, 361, 442, 517, 258, 389, 564, 249, 212, 0, 113, 440, 635, 254, 477
256, 143, 254, 144, 659, 613, 250, 464, 67, 597, 207, 474, 440, 630, 300, 276, 647, 353, 99, 113, 0, 546, 679, 316, 370
303, 576, 524, 660, 113, 123, 729, 528, 552, 290, 490, 191, 537, 156, 366, 813, 235, 193, 642, 440, 546, 0, 473, 510, 916
474, 792, 821, 703, 511, 590, 928, 924, 635, 760, 489, 634, 312, 624, 381, 844, 268, 485, 732, 635, 679, 473, 0, 843, 990
373, 201, 67, 452, 600, 510, 297, 150, 380, 396, 477, 344, 692, 510, 491, 541, 705, 372, 388, 254, 316, 510, 843, 0, 564
624, 378, 501, 289, 1029, 977, 275, 703, 379, 931, 506, 828, 697, 991, 638, 153, 1007, 723, 279, 477, 370, 916, 990, 564, 0
