13
0, 807, 198, 827, 466, 988, 693, 808, 453, 532, 53, 280, 1051
807, 0, 627, 467, 627, 213, 211, 419, 818, 598, 847, 532, 373
198, 627, 0, 732, 449, 798, 497, 704, 517, 363, 249, 152, 853
827, 467, 732, 0, 408, 644, 617, 48, 576, 911, 842, 581, 831
466, 627, 449, 408, 0, 840, 647, 407, 194, 758, 466, 315, 981
988, 213, 798, 644, 840, 0, 310, 598, 1030, 680, 1032, 724, 197
693, 211, 497, 617, 647, 310, 0, 569, 820, 391, 740, 449, 363
808, 419, 704, 48, 407, 598, 569, 0, 583, 870, 826, 554, 785
453, 818, 517, 576, 194, 1030, 820, 583, 0, 867, 431, 423, 1165
532, 598, 363, 911, 758, 680, 391, 870, 867, 0, 585, 448, 648
53, 847, 249, 842, 466, 1032, 740, 826, 431, 585, 0, 316, 1099
280, 532, 152, 581, 315, 724, 449, 554, 423, 448, 316, 0, 812
1051, 373, 853, 831, 981, 197, 363, 785, 1165, 648, 1099, 812, 0
