11
0, 314, 736, 826, 657, 167, 344, 36, 359, 756, 182
314, 0, 610, 918, 809, 211, 321, 350, 525, 908, 240
736, 610, 0, 568, 626, 764, 393, 756, 561, 683, 800
826, 918, 568, 0, 219, 953, 597, 821, 469, 183, 983
657, 809, 626, 219, 0, 802, 505, 645, 300, 101, 827
167, 211, 764, 953, 802, 0, 401, 198, 501, 903, 35
344, 321, 393, 597, 505, 401, 0, 363, 264, 601, 435
36, 350, 756, 821, 645, 198, 363, 0, 352, 743, 208
359, 525, 561, 469, 300, 501, 264, 352, 0, 401, 527
756, 908, 683, 183, 101, 903, 601, 743, 401, 0, 928
182, 240, 800, 983, 827, 35, 435, 208, 527, 928, 0
