13
0, 376, 357, 372, 185, 775, 724, 377, 680, 394, 840, 586, 569
376, 0, 458, 57, 192, 571, 492, 401, 385, 284, 706, 695, 210
357, 458, 0, 498, 382, 513, 497, 85, 530, 223, 521, 249, 661
372, 57, 498, 0, 187, 627, 548, 446, 436, 336, 764, 739, 197
185, 192, 382, 187, 0, 671, 606, 359, 534, 306, 771, 631, 385
775, 571, 513, 627, 671, 0, 88, 438, 240, 380, 182, 551, 646
724, 492, 497, 548, 606, 88, 0, 416, 152, 332, 266, 576, 558
377, 401, 85, 446, 359, 438, 416, 0, 444, 142, 468, 293, 595
680, 385, 530, 436, 534, 240, 152, 444, 0, 321, 418, 664, 415
394, 284, 223, 336, 306, 380, 332, 142, 321, 0, 465, 425, 462
840, 706, 521, 764, 771, 182, 266, 468, 418, 465, 0, 474, 810
586, 695, 249, 739, 631, 551, 576, 293, 664, 425, 474, 0, 887
569, 210, 661, 197, 385, 646, 558, 595, 415, 462, 810, 887, 0
