15
0, 221, 795, 367, 352, 178, 155, 161, 692, 102, 482, 322, 517, 385, 169
221, 0, 947, 541, 494, 91, 128, 272, 882, 195, 683, 541, 574, 442, 362
795, 947, 0, 929, 454, 857, 819, 676, 241, 896, 870, 584, 473, 549, 628
367, 541, 929, 0, 590, 535, 520, 499, 740, 347, 173, 345, 817, 702, 407
352, 494, 454, 590, 0, 405, 366, 222, 414, 454, 611, 289, 242, 179, 200
178, 91, 857, 535, 405, 0, 39, 185, 800, 198, 660, 479, 485, 352, 289
155, 128, 819, 520, 366, 39, 0, 146, 760, 195, 638, 444, 456, 322, 252
161, 272, 676, 499, 222, 185, 146, 0, 615, 256, 582, 330, 356, 223, 131
692, 882, 241, 740, 414, 800, 760, 615, 0, 784, 655, 413, 550, 570, 525
102, 195, 896, 347, 454, 198, 195, 256, 784, 0, 490, 397, 612, 477, 268
482, 683, 870, 173, 611, 660, 638, 582, 655, 490, 0, 326, 852, 755, 464
322, 541, 584, 345, 289, 479, 444, 330, 413, 397, 326, 0, 532, 450, 199
517, 574, 473, 817, 242, 485, 456, 356, 550, 612, 852, 532, 0, 135, 410
385, 442, 549, 702, 179, 352, 322, 223, 570, 477, 755, 450, 135, 0, 296
169, 362, 628, 407, 200, 289, 252, 131, 525, 268, 464, 199, 410, 296, 0
