14
0, 178, 523, 469, 199, 452, 560, 458, 135, 557, 40, 148, 257, 383
178, 0, 371, 377, 371, 332, 499, 635, 290, 637, 138, 178, 434, 530
523, 371, 0, 604, 676, 128, 329, 968, 582, 714, 485, 420, 748, 760
469, 377, 604, 0, 651, 637, 845, 818, 604, 1007, 446, 547, 688, 851
199, 371, 676, 651, 0, 580, 621, 296, 93, 459, 236, 256, 72, 209
452, 332, 128, 637, 580, 0, 224, 877, 487, 585, 419, 327, 653, 643
560, 499, 329, 845, 621, 224, 0, 909, 539, 450, 539, 412, 690, 608
458, 635, 968, 818, 296, 877, 909, 0, 389, 648, 498, 550, 224, 351
135, 290, 582, 604, 93, 487, 539, 389, 0, 440, 164, 162, 166, 248
557, 637, 714, 1007, 459, 585, 450, 648, 440, 0, 568, 460, 491, 297
40, 138, 485, 446, 236, 419, 539, 498, 164, 568, 0, 133, 297, 412
148, 178, 420, 547, 256, 327, 412, 550, 162, 460, 133, 0, 328, 369
257, 434, 748, 688, 72, 653, 690, 224, 166, 491, 297, 328, 0, 212
383, 530, 760, 851, 209, 643, 608, 351, 248, 297, 412, 369, 212, 0
