20
0, 250, 502, 456, 186, 251, 605, 167, 188, 526, 551, 413, 360, 656, 352, 128, 393, 386, 611, 558
250, 0, 264, 230, 405, 238, 630, 235, 325, 329, 301, 178, 246, 585, 513, 285, 467, 228, 457, 630
502, 264, 0, 61, 622, 478, 647, 496, 588, 369, 158, 88, 262, 504, 673, 550, 565, 200, 299, 693
456, 230, 61, 0, 566, 458, 592, 466, 556, 395, 208, 56, 201, 461, 612, 514, 504, 139, 271, 634
186, 405, 622, 566, 0, 435, 509, 348, 340, 707, 702, 536, 411, 627, 186, 289, 292, 459, 647, 434
251, 238, 478, 458, 435, 0, 815, 88, 155, 326, 449, 402, 473, 809, 602, 164, 619, 464, 696, 788
605, 630, 647, 592, 509, 815, 0, 753, 793, 944, 799, 612, 407, 240, 357, 733, 218, 461, 432, 116
167, 235, 496, 466, 348, 88, 753, 0, 93, 403, 494, 412, 442, 770, 519, 79, 550, 445, 680, 717
188, 325, 588, 556, 340, 155, 793, 93, 0, 481, 587, 504, 515, 833, 523, 60, 581, 525, 759, 745
526, 329, 369, 395, 707, 326, 944, 403, 481, 0, 239, 351, 538, 851, 838, 482, 796, 493, 665, 955
551, 301, 158, 208, 702, 449, 799, 494, 587, 239, 0, 193, 400, 662, 785, 563, 697, 341, 454, 837
413, 178, 88, 56, 536, 402, 612, 412, 504, 351, 193, 0, 208, 499, 599, 463, 504, 151, 322, 644
360, 246, 262, 201, 411, 473, 407, 442, 515, 538, 400, 208, 0, 338, 421, 460, 302, 62, 250, 436
656, 585, 504, 461, 627, 809, 240, 770, 833, 851, 662, 499, 338, 0, 527, 774, 358, 365, 226, 348
352, 513, 673, 612, 186, 602, 357, 519, 523, 838, 785, 599, 421, 527, 0, 469, 169, 481, 611, 262
128, 285, 550, 514, 289, 164, 733, 79, 60, 482, 563, 463, 460, 774, 469, 0, 521, 473, 706, 685
393, 467, 565, 504, 292, 619, 218, 550, 581, 796, 697, 504, 302, 358, 169, 521, 0, 365, 454, 168
386, 228, 200, 139, 459, 464, 461, 445, 525, 493, 341, 151, 62, 365, 481, 473, 365, 0, 234, 496
611, 457, 299, 271, 647, 696, 432, 680, 759, 665, 454, 322, 250, 226, 611, 706, 454, 234, 0, 516
558, 630, 693, 634, 434, 788, 116, 717, 745, 955, 837, 644, 436, 348, 262, 685, 168, 496, 516, 0
