30
0, 647, 100, 455, 238, 1094, 889, 790, 961, 354, 745, 511, 755, 1102, 590, 1050, 960, 227, 106, 499, 730, 537, 884, 1137, 861, 704, 425, 571, 914, 797
647, 0, 707, 534, 614, 558, 286, 242, 328, 295, 98, 191, 693, 481, 58, 614, 907, 427, 541, 152, 219, 543, 253, 524, 402, 189, 225, 558, 618, 321
100, 707, 0, 428, 193, 1116, 962, 826, 1009, 411, 805, 553, 717, 1144, 649, 1055, 911, 306, 188, 564, 763, 511, 951, 1176, 878, 782, 493, 543, 903, 882
455, 534, 428, 0, 236, 747, 820, 522, 736, 352, 613, 345, 302, 837, 487, 650, 520, 418, 416, 467, 462, 82, 777, 857, 509, 696, 436, 116, 479, 828
238, 614, 193, 236, 0, 953, 891, 684, 884, 338, 708, 434, 525, 1007, 557, 876, 723, 307, 241, 494, 621, 318, 866, 1034, 712, 730, 434, 351, 714, 848
1094, 558, 1116, 747, 953, 0, 621, 326, 314, 765, 507, 596, 653, 234, 589, 188, 754, 916, 1004, 686, 376, 689, 546, 208, 240, 696, 743, 673, 385, 784
889, 286, 962, 820, 891, 621, 0, 408, 308, 558, 213, 477, 953, 439, 339, 747, 1153, 661, 782, 400, 430, 825, 75, 488, 571, 191, 469, 836, 821, 186
790, 242, 826, 522, 684, 326, 408, 0, 216, 447, 221, 280, 566, 322, 265, 374, 751, 597, 693, 360, 63, 493, 339, 351, 169, 409, 418, 493, 412, 523
961, 328, 1009, 736, 884, 314, 308, 216, 0, 607, 242, 456, 770, 156, 379, 456, 937, 749, 858, 479, 274, 710, 233, 202, 322, 409, 550, 709, 573, 478
354, 295, 411, 352, 338, 765, 558, 447, 607, 0, 394, 169, 615, 750, 238, 754, 843, 150, 251, 157, 390, 404, 541, 787, 547, 392, 96, 432, 669, 511
745, 98, 805, 613, 708, 507, 213, 221, 242, 394, 0, 278, 741, 398, 156, 591, 945, 524, 639, 248, 226, 613, 164, 444, 390, 191, 322, 623, 629, 301
511, 191, 553, 345, 434, 596, 477, 280, 456, 169, 278, 0, 536, 592, 142, 592, 760, 319, 413, 150, 221, 361, 441, 626, 380, 355, 169, 380, 529, 489
755, 693, 717, 302, 525, 653, 953, 566, 770, 615, 741, 536, 0, 819, 664, 496, 228, 710, 719, 685, 527, 224, 892, 822, 460, 879, 679, 191, 282, 1013
1102, 481, 1144, 837, 1007, 234, 439, 322, 156, 750, 398, 592, 819, 0, 529, 414, 955, 895, 1001, 631, 385, 798, 370, 49, 359, 562, 700, 791, 581, 619
590, 58, 649, 487, 557, 589, 339, 265, 379, 238, 156, 142, 664, 529, 0, 629, 882, 371, 485, 101, 230, 502, 309, 571, 413, 216, 171, 518, 612, 350
1050, 614, 1055, 650, 876, 188, 747, 374, 456, 754, 591, 592, 496, 414, 629, 0, 571, 901, 971, 713, 399, 580, 671, 394, 216, 781, 756, 558, 215, 888
960, 907, 911, 520, 723, 754, 1153, 751, 937, 843, 945, 760, 228, 955, 882, 571, 0, 935, 934, 910, 722, 447, 1087, 948, 615, 1096, 907, 415, 374, 1228
227, 427, 306, 418, 307, 916, 661, 597, 749, 150, 524, 319, 710, 895, 371, 901, 935, 0, 121, 275, 541, 487, 657, 934, 695, 478, 201, 520, 801, 576
106, 541, 188, 416, 241, 1004, 782, 693, 858, 251, 639, 413, 719, 1001, 485, 971, 934, 121, 0, 392, 634, 495, 777, 1038, 775, 598, 319, 529, 849, 695
499, 152, 564, 467, 494, 686, 400, 360, 479, 157, 248, 150, 685, 631, 101, 713, 910, 275, 392, 0, 317, 498, 386, 672, 497, 238, 73, 521, 673, 364
730, 219, 763, 462, 621, 376, 430, 63, 274, 390, 226, 221, 527, 385, 230, 399, 722, 541, 634, 317, 0, 438, 365, 414, 183, 401, 369, 439, 404, 524
537, 543, 511, 82, 318, 689, 825, 493, 710, 404, 613, 361, 224, 798, 502, 580, 447, 487, 495, 498, 438, 0, 775, 814, 456, 717, 479, 34, 400, 850
884, 253, 951, 777, 866, 546, 75, 339, 233, 541, 164, 441, 892, 370, 309, 671, 1087, 657, 777, 386, 365, 775, 0, 420, 498, 215, 458, 784, 750, 249
1137, 524, 1176, 857, 1034, 208, 488, 351, 202, 787, 444, 626, 822, 49, 571, 394, 948, 934, 1038, 672, 414, 814, 420, 0, 366, 610, 741, 805, 574, 669
861, 402, 878, 509, 712, 240, 571, 169, 322, 547, 390, 380, 460, 359, 413, 216, 615, 695, 775, 497, 183, 456, 498, 366, 0, 577, 542, 443, 254, 692
704, 189, 782, 696, 730, 696, 191, 409, 409, 392, 191, 355, 879, 562, 216, 781, 1096, 478, 598, 238, 401, 717, 215, 610, 577, 0, 297, 735, 804, 134
425, 225, 493, 436, 434, 743, 469, 418, 550, 96, 322, 169, 679, 700, 171, 756, 907, 201, 319, 73, 369, 479, 458, 741, 542, 297, 0, 504, 697, 414
571, 558, 543, 116, 351, 673, 836, 493, 709, 432, 623, 380, 191, 791, 518, 558, 415, 520, 529, 521, 439, 34, 784, 805, 443, 735, 504, 0, 372, 869
914, 618, 903, 479, 714, 385, 821, 412, 573, 669, 629, 529, 282, 581, 612, 215, 374, 801, 849, 673, 404, 400, 750, 574, 254, 804, 697, 372, 0, 928
797, 321, 882, 828, 848, 784, 186, 523, 478, 511, 301, 489, 1013, 619, 350, 888, 1228, 576, 695, 364, 524, 850, 249, 669, 692, 134, 414, 869, 928, 0
