12
0, 756, 618, 439, 336, 441, 702, 879, 555, 125, 255, 842
756, 0, 881, 861, 420, 314, 80, 715, 997, 631, 735, 943
618, 881, 0, 196, 653, 686, 800, 441, 200, 600, 364, 240
439, 861, 196, 0, 550, 610, 784, 590, 143, 446, 198, 436
336, 420, 653, 550, 0, 105, 369, 725, 693, 212, 373, 813
441, 314, 686, 610, 105, 0, 264, 691, 752, 316, 449, 819
702, 80, 800, 784, 369, 264, 0, 644, 918, 577, 663, 865
879, 715, 441, 590, 725, 691, 644, 0, 640, 801, 655, 315
555, 997, 200, 143, 693, 752, 918, 640, 0, 579, 333, 416
125, 631, 600, 446, 212, 316, 577, 801, 579, 0, 247, 805
255, 735, 364, 198, 373, 449, 663, 655, 333, 247, 0, 587
842, 943, 240, 436, 813, 819, 865, 315, 416, 805, 587, 0
