13
0, 426, 376, 331, 95, 671, 829, 516, 92, 519, 722, 213, 470
426, 0, 318, 649, 445, 376, 559, 412, 504, 94, 625, 265, 218
376, 318, 0, 413, 321, 693, 875, 674, 467, 386, 900, 387, 164
331, 649, 413, 0, 245, 969, 1138, 843, 357, 739, 1052, 524, 574
95, 445, 321, 245, 0, 731, 897, 598, 164, 539, 809, 280, 442
671, 376, 693, 969, 731, 0, 182, 254, 712, 334, 347, 457, 586
829, 559, 875, 1138, 897, 182, 0, 344, 858, 512, 307, 617, 767
516, 412, 674, 843, 598, 254, 344, 0, 529, 428, 226, 324, 625
92, 504, 467, 357, 164, 712, 858, 529, 0, 594, 718, 264, 562
519, 94, 386, 739, 539, 334, 512, 428, 594, 0, 625, 347, 256
722, 625, 900, 1052, 809, 347, 307, 226, 718, 625, 0, 545, 842
213, 265, 387, 524, 280, 457, 617, 324, 264, 347, 545, 0, 401
470, 218, 164, 574, 442, 586, 767, 625, 562, 256, 842, 401, 0
