13
0, 153, 807, 806, 874, 805, 399, 62, 930, 837, 243, 726, 641
153, 0, 689, 652, 735, 724, 322, 93, 795, 778, 131, 572, 544
807, 689, 0, 530, 202, 238, 428, 765, 193, 374, 566, 486, 201
806, 652, 530, 0, 373, 749, 641, 744, 444, 878, 610, 83, 603
874, 735, 202, 373, 0, 441, 546, 823, 76, 576, 632, 355, 371
805, 724, 238, 749, 441, 0, 407, 780, 421, 135, 593, 693, 191
399, 322, 428, 641, 546, 407, 0, 372, 585, 456, 193, 560, 245
62, 93, 765, 744, 823, 780, 372, 0, 881, 821, 199, 665, 609
930, 795, 193, 444, 76, 421, 585, 881, 0, 554, 687, 430, 385
837, 778, 374, 878, 576, 135, 456, 821, 554, 0, 649, 819, 292
243, 131, 566, 610, 632, 593, 193, 199, 687, 649, 0, 526, 414
726, 572, 486, 83, 355, 693, 560, 665, 430, 819, 526, 0, 537
641, 544, 201, 603, 371, 191, 245, 609, 385, 292, 414, 537, 0
