11
0, 736, 273, 566, 156, 601, 811, 284, 295, 159, 679
736, 0, 986, 691, 631, 839, 282, 484, 693, 716, 272
273, 986, 0, 626, 356, 591, 1013, 557, 373, 279, 881
566, 691, 626, 0, 422, 151, 546, 609, 275, 413, 447
156, 631, 356, 422, 0, 480, 670, 260, 172, 91, 537
601, 839, 591, 151, 480, 0, 696, 704, 309, 442, 598
811, 282, 1013, 546, 670, 696, 0, 631, 660, 735, 133
284, 484, 557, 609, 260, 704, 631, 0, 417, 346, 513
295, 693, 373, 275, 172, 309, 660, 417, 0, 138, 531
159, 716, 279, 413, 91, 442, 735, 346, 138, 0, 602
679, 272, 881, 447, 537, 598, 133, 513, 531, 602, 0
