11
0, 146, 711, 1014, 551, 533, 485, 368, 383, 627, 131
146, 0, 671, 1030, 405, 432, 344, 227, 515, 493, 174
711, 671, 0, 462, 692, 344, 588, 589, 751, 543, 582
1014, 1030, 462, 0, 1144, 799, 1035, 1014, 865, 1005, 887
551, 405, 692, 1144, 0, 348, 111, 196, 894, 195, 530
533, 432, 344, 799, 348, 0, 245, 270, 747, 219, 434
485, 344, 588, 1035, 111, 245, 0, 117, 805, 159, 443
368, 227, 589, 1014, 196, 270, 117, 0, 698, 267, 333
383, 515, 751, 865, 894, 747, 805, 698, 0, 914, 364
627, 493, 543, 1005, 195, 219, 159, 267, 914, 0, 564
131, 174, 582, 887, 530, 434, 443, 333, 364, 564, 0
