12
0, 747, 534, 270, 759, 173, 343, 230, 755, 456, 159, 483
747, 0, 974, 900, 174, 910, 448, 708, 211, 600, 810, 361
534, 974, 0, 292, 1072, 473, 557, 761, 857, 959, 378, 612
270, 900, 292, 0, 954, 181, 452, 499, 846, 723, 115, 564
759, 174, 1072, 954, 0, 931, 518, 666, 384, 505, 852, 472
173, 910, 473, 181, 931, 0, 482, 367, 898, 611, 141, 616
343, 448, 557, 452, 518, 482, 0, 424, 416, 497, 366, 140
230, 708, 761, 499, 666, 367, 424, 0, 780, 247, 389, 552
755, 211, 857, 846, 384, 898, 416, 780, 0, 733, 776, 283
456, 600, 959, 723, 505, 611, 497, 247, 733, 0, 609, 585
159, 810, 378, 115, 852, 141, 366, 389, 776, 609, 0, 493
483, 361, 612, 564, 472, 616, 140, 552, 283, 585, 493, 0
