15
0, 695, 796, 502, 605, 543, 832, 1163, 634, 56, 489, 744, 846, 58, 20
695, 0, 115, 193, 517, 306, 173, 601, 161, 725, 224, 402, 680, 723, 696
796, 115, 0, 301, 531, 345, 63, 494, 267, 823, 339, 374, 655, 828, 799
502, 193, 301, 0, 459, 245, 347, 744, 171, 535, 64, 431, 676, 530, 503
605, 517, 531, 459, 0, 219, 517, 643, 611, 592, 517, 215, 249, 661, 620
543, 306, 345, 245, 219, 0, 351, 620, 391, 551, 306, 216, 432, 590, 552
832, 173, 63, 347, 517, 351, 0, 431, 329, 856, 391, 341, 619, 867, 836
1163, 601, 494, 744, 643, 620, 431, 0, 760, 1171, 799, 438, 562, 1209, 1172
634, 161, 267, 171, 611, 391, 329, 760, 0, 674, 149, 538, 806, 650, 630
56, 725, 823, 535, 592, 551, 856, 1171, 674, 0, 528, 745, 828, 100, 74
489, 224, 339, 64, 517, 306, 391, 799, 149, 528, 0, 495, 738, 511, 488
744, 402, 374, 431, 215, 216, 341, 438, 538, 745, 495, 0, 282, 795, 756
846, 680, 655, 676, 249, 432, 619, 562, 806, 828, 738, 282, 0, 903, 863
58, 723, 828, 530, 661, 590, 867, 1209, 650, 100, 511, 795, 903, 0, 40
20, 696, 799, 503, 620, 552, 836, 1172, 630, 74, 488, 756, 863, 40, 0
