13
0, 263, 315, 186, 889, 240, 534, 496, 883, 411, 136, 649, 133
263, 0, 574, 308, 1075, 112, 397, 386, 1060, 661, 166, 868, 154
315, 574, 0, 418, 813, 553, 821, 775, 822, 257, 447, 534, 447
186, 308, 418, 0, 767, 216, 406, 357, 754, 394, 147, 565, 163
889, 1075, 813, 767, 0, 975, 983, 928, 43, 555, 913, 281, 929
240, 112, 553, 216, 975, 0, 320, 297, 958, 597, 106, 781, 106
534, 397, 821, 406, 983, 320, 0, 57, 955, 780, 402, 872, 410
496, 386, 775, 357, 928, 297, 57, 0, 901, 725, 368, 815, 379
883, 1060, 822, 754, 43, 958, 955, 901, 0, 564, 901, 296, 917
411, 661, 257, 394, 555, 597, 780, 725, 564, 0, 499, 278, 508
136, 166, 447, 147, 913, 106, 402, 368, 901, 499, 0, 701, 17
649, 868, 534, 565, 281, 781, 872, 815, 296, 278, 701, 0, 715
133, 154, 447, 163, 929, 106, 410, 379, 917, 508, 17, 715, 0
