11
0, 222, 442, 590, 432, 185, 110, 125, 217, 236, 356
222, 0, 423, 422, 269, 317, 274, 163, 95, 384, 460
442, 423, 0, 358, 293, 300, 358, 511, 511, 678, 239
590, 422, 358, 0, 158, 551, 567, 581, 510, 799, 575
432, 269, 293, 158, 0, 410, 417, 424, 361, 641, 466
185, 317, 300, 551, 410, 0, 75, 299, 360, 402, 170
110, 274, 358, 567, 417, 75, 0, 229, 301, 329, 245
125, 163, 511, 581, 424, 299, 229, 0, 110, 221, 468
217, 95, 511, 510, 361, 360, 301, 110, 0, 318, 519
236, 384, 678, 799, 641, 402, 329, 221, 318, 0, 563
356, 460, 239, 575, 466, 170, 245, 468, 519, 563, 0
