11
0, 605, 518, 500, 857, 880, 412, 8, 911, 493, 559
605, 0, 278, 259, 315, 280, 446, 613, 307, 581, 132
518, 278, 0, 28, 366, 449, 570, 527, 491, 717, 366
500, 259, 28, 0, 374, 447, 542, 508, 488, 689, 341
857, 315, 366, 374, 0, 163, 761, 865, 204, 897, 442
880, 280, 449, 447, 163, 0, 705, 888, 45, 828, 380
412, 446, 570, 542, 761, 705, 0, 414, 718, 146, 325
8, 613, 527, 508, 865, 888, 414, 0, 918, 493, 566
911, 307, 491, 488, 204, 45, 718, 918, 0, 836, 395
493, 581, 717, 689, 897, 828, 146, 493, 836, 0, 455
559, 132, 366, 341, 442, 380, 325, 566, 395, 455, 0
