20
0, 157, 782, 725, 109, 850, 688, 810, 169, 589, 442, 285, 578, 607, 172, 402, 518, 342, 495, 138
157, 0, 897, 855, 102, 1008, 818, 911, 319, 745, 549, 414, 723, 702, 15, 554, 644, 496, 591, 184
782, 897, 0, 124, 795, 634, 147, 107, 627, 485, 969, 497, 815, 225, 909, 717, 269, 693, 1032, 715
725, 855, 124, 0, 755, 515, 38, 228, 562, 363, 866, 442, 697, 262, 867, 610, 210, 592, 928, 679
109, 102, 795, 755, 0, 935, 718, 809, 236, 666, 548, 316, 684, 600, 113, 506, 544, 444, 599, 82
850, 1008, 634, 515, 935, 0, 508, 741, 699, 276, 702, 668, 420, 731, 1023, 493, 567, 532, 741, 891
688, 818, 147, 38, 718, 508, 0, 244, 523, 338, 831, 404, 669, 246, 830, 577, 174, 557, 894, 643
810, 911, 107, 228, 809, 741, 244, 0, 667, 580, 1038, 532, 904, 210, 921, 794, 324, 763, 1103, 727
169, 319, 627, 562, 236, 699, 523, 667, 0, 429, 443, 136, 488, 474, 333, 305, 359, 241, 506, 196
589, 745, 485, 363, 666, 276, 338, 580, 429, 0, 551, 392, 338, 507, 760, 297, 323, 309, 607, 617
442, 549, 969, 866, 548, 702, 831, 1038, 443, 551, 0, 558, 288, 879, 561, 258, 715, 276, 65, 573
285, 414, 497, 442, 316, 668, 404, 532, 136, 392, 558, 0, 544, 339, 427, 371, 233, 314, 623, 247
578, 723, 815, 697, 684, 420, 669, 904, 488, 338, 288, 544, 0, 791, 738, 183, 606, 247, 321, 674
607, 702, 225, 262, 600, 731, 246, 210, 474, 507, 879, 339, 791, 0, 712, 652, 187, 610, 944, 518
172, 15, 909, 867, 113, 1023, 830, 921, 333, 760, 561, 427, 738, 712, 0, 568, 657, 511, 602, 194
402, 554, 717, 610, 506, 493, 577, 794, 305, 297, 258, 371, 183, 652, 568, 0, 476, 64, 318, 492
518, 644, 269, 210, 544, 567, 174, 324, 359, 323, 715, 233, 606, 187, 657, 476, 0, 440, 780, 469
342, 496, 693, 592, 444, 532, 557, 763, 241, 309, 276, 314, 247, 610, 511, 64, 440, 0, 340, 428
495, 591, 1032, 928, 599, 741, 894, 1103, 506, 607, 65, 623, 321, 944, 602, 318, 780, 340, 0, 629
138, 184, 715, 679, 82, 891, 643, 727, 196, 617, 573, 247, 674, 518, 194, 492, 469, 428, 629, 0
