12
0, 438, 231, 630, 146, 111, 394, 143, 67, 561, 221, 117
438, 0, 604, 192, 292, 326, 215, 575, 371, 211, 509, 437
231, 604, 0, 784, 348, 308, 481, 139, 269, 665, 120, 168
630, 192, 784, 0, 485, 518, 334, 765, 563, 198, 680, 620
146, 292, 348, 485, 0, 39, 289, 288, 83, 435, 289, 185
111, 326, 308, 518, 39, 0, 300, 250, 45, 456, 254, 147
394, 215, 481, 334, 289, 300, 0, 501, 332, 184, 366, 336
143, 575, 139, 765, 288, 250, 501, 0, 205, 679, 207, 166
67, 371, 269, 563, 83, 45, 332, 205, 0, 495, 227, 116
561, 211, 665, 198, 435, 456, 184, 679, 495, 0, 550, 517
221, 509, 120, 680, 289, 254, 366, 207, 227, 550, 0, 110
117, 437, 168, 620, 185, 147, 336, 166, 116, 517, 110, 0
