12
0, 167, 498, 981, 616, 1194, 770, 87, 788, 946, 477, 836
167, 0, 333, 849, 587, 1098, 603, 200, 665, 852, 323, 683
498, 333, 0, 576, 591, 891, 273, 504, 429, 670, 86, 365
981, 849, 576, 0, 615, 374, 476, 945, 199, 280, 538, 259
616, 587, 591, 615, 0, 655, 761, 539, 440, 427, 505, 654
1194, 1098, 891, 374, 655, 0, 844, 1137, 462, 248, 831, 629
770, 603, 273, 476, 761, 844, 0, 778, 426, 677, 320, 216
87, 200, 504, 945, 539, 1137, 778, 0, 749, 889, 469, 821
788, 665, 429, 199, 440, 462, 426, 749, 0, 255, 373, 244
946, 852, 670, 280, 427, 248, 677, 889, 255, 0, 602, 477
477, 323, 86, 538, 505, 831, 320, 469, 373, 602, 0, 360
836, 683, 365, 259, 654, 629, 216, 821, 244, 477, 360, 0
