13
0, 485, 665, 346, 567, 634, 778, 577, 418, 321, 737, 664, 276
485, 0, 395, 300, 96, 602, 687, 748, 717, 647, 496, 312, 239
665, 395, 0, 319, 449, 308, 327, 559, 644, 625, 100, 116, 410
346, 300, 319, 0, 396, 354, 478, 449, 426, 369, 392, 332, 126
567, 96, 449, 396, 0, 684, 758, 842, 814, 744, 548, 349, 334
634, 602, 308, 354, 684, 0, 147, 274, 423, 446, 276, 417, 480
778, 687, 327, 478, 758, 147, 0, 383, 558, 591, 252, 444, 603
577, 748, 559, 449, 842, 274, 383, 0, 208, 281, 546, 653, 551
418, 717, 644, 426, 814, 423, 558, 208, 0, 96, 662, 712, 486
321, 647, 625, 369, 744, 446, 591, 281, 96, 0, 657, 679, 411
737, 496, 100, 392, 548, 276, 252, 546, 662, 657, 0, 205, 496
664, 312, 116, 332, 349, 417, 444, 653, 712, 679, 205, 0, 392
276, 239, 410, 126, 334, 480, 603, 551, 486, 411, 496, 392, 0
