15
0, 865, 886, 547, 637, 602, 704, 816, 794, 412, 378, 647, 543, 936, 870
865, 0, 36, 420, 414, 608, 172, 585, 84, 469, 489, 422, 441, 200, 39
886, 36, 0, 424, 410, 604, 202, 621, 118, 485, 509, 417, 474, 167, 19
547, 420, 424, 0, 98, 222, 335, 755, 387, 163, 225, 111, 447, 413, 405
637, 414, 410, 98, 0, 194, 369, 822, 401, 261, 323, 15, 527, 360, 391
602, 608, 604, 222, 194, 0, 552, 974, 592, 339, 399, 186, 659, 538, 585
704, 172, 202, 335, 369, 552, 0, 483, 91, 330, 335, 382, 275, 329, 192
816, 585, 621, 755, 822, 974, 483, 0, 518, 654, 610, 836, 326, 784, 623
794, 84, 118, 387, 401, 592, 91, 518, 0, 410, 422, 411, 356, 268, 112
412, 469, 485, 163, 261, 339, 330, 654, 410, 0, 63, 275, 329, 524, 468
378, 489, 509, 225, 323, 399, 335, 610, 422, 63, 0, 337, 284, 564, 492
647, 422, 417, 111, 15, 186, 382, 836, 411, 275, 337, 0, 542, 361, 398
543, 441, 474, 447, 527, 659, 275, 326, 356, 329, 284, 542, 0, 602, 465
936, 200, 167, 413, 360, 538, 329, 784, 268, 524, 564, 361, 602, 0, 162
870, 39, 19, 405, 391, 585, 192, 623, 112, 468, 492, 398, 465, 162, 0
