15
0, 469, 471, 460, 576, 129, 533, 163, 402, 215, 240, 375, 440, 426, 292
469, 0, 606, 771, 890, 589, 253, 624, 796, 658, 571, 268, 601, 875, 192
471, 606, 0, 256, 339, 454, 816, 463, 385, 427, 265, 338, 37, 548, 456
460, 771, 256, 0, 121, 376, 936, 364, 159, 304, 227, 525, 228, 328, 589
576, 890, 339, 121, 0, 482, 1058, 465, 218, 402, 348, 638, 320, 364, 710
129, 589, 454, 376, 482, 0, 663, 35, 287, 90, 190, 453, 418, 297, 403
533, 253, 816, 936, 1058, 663, 0, 697, 922, 748, 714, 495, 805, 960, 360
163, 624, 463, 364, 465, 35, 697, 0, 263, 64, 198, 483, 426, 262, 437
402, 796, 385, 159, 218, 287, 922, 263, 0, 199, 226, 582, 351, 169, 605
215, 658, 427, 304, 402, 90, 748, 64, 199, 0, 167, 493, 390, 217, 467
240, 571, 265, 227, 348, 190, 714, 198, 226, 167, 0, 360, 228, 340, 381
375, 268, 338, 525, 638, 453, 495, 483, 582, 493, 360, 0, 336, 696, 158
440, 601, 37, 228, 320, 418, 805, 426, 351, 390, 228, 336, 0, 512, 444
426, 875, 548, 328, 364, 297, 960, 262, 169, 217, 340, 696, 512, 0, 684
292, 192, 456, 589, 710, 403, 360, 437, 605, 467, 381, 158, 444, 684, 0
