11
0, 179, 627, 571, 750, 1013, 854, 714, 571, 864, 374
179, 0, 616, 399, 588, 963, 686, 590, 443, 688, 407
627, 616, 0, 637, 652, 407, 761, 435, 418, 843, 264
571, 399, 637, 0, 202, 826, 287, 329, 233, 294, 583
750, 588, 652, 202, 0, 733, 117, 238, 248, 192, 679
1013, 963, 407, 826, 733, 0, 804, 506, 601, 909, 668
854, 686, 761, 287, 117, 804, 0, 334, 365, 107, 796
714, 590, 435, 329, 238, 506, 334, 0, 147, 427, 528
571, 443, 418, 233, 248, 601, 365, 147, 0, 432, 433
864, 688, 843, 294, 192, 909, 107, 427, 432, 0, 851
374, 407, 264, 583, 679, 668, 796, 528, 433, 851, 0
