20
0, 247, 748, 544, 449, 700, 1058, 295, 670, 727, 455, 763, 653, 138, 231, 395, 623, 188, 670, 806
247, 0, 893, 412, 617, 759, 1116, 535, 796, 832, 418, 793, 546, 371, 101, 550, 767, 250, 496, 649
748, 893, 0, 781, 301, 309, 452, 570, 111, 155, 597, 402, 749, 771, 943, 353, 126, 936, 928, 947
544, 412, 781, 0, 615, 527, 832, 723, 670, 659, 190, 508, 138, 679, 514, 550, 678, 646, 158, 263
449, 617, 301, 615, 0, 368, 676, 292, 239, 317, 428, 467, 636, 472, 654, 70, 180, 635, 774, 841
700, 759, 309, 527, 368, 0, 360, 648, 216, 155, 371, 104, 463, 776, 835, 362, 269, 882, 657, 651
1058, 1116, 452, 832, 676, 360, 0, 968, 445, 360, 711, 329, 730, 1125, 1195, 694, 515, 1241, 929, 870
295, 535, 570, 723, 292, 648, 968, 0, 529, 609, 569, 739, 793, 234, 526, 285, 464, 440, 873, 981
670, 796, 111, 670, 239, 216, 445, 529, 0, 89, 487, 317, 640, 709, 853, 276, 69, 858, 818, 840
727, 832, 155, 659, 317, 155, 360, 609, 89, 0, 486, 246, 611, 778, 895, 342, 158, 915, 798, 804
455, 418, 597, 190, 428, 371, 711, 569, 487, 486, 0, 382, 224, 577, 510, 364, 490, 602, 347, 420
763, 793, 402, 508, 467, 104, 329, 739, 317, 246, 382, 0, 420, 851, 877, 454, 373, 939, 620, 591
653, 546, 749, 138, 636, 463, 730, 793, 640, 611, 224, 420, 0, 783, 648, 579, 662, 772, 200, 205
138, 371, 771, 679, 472, 776, 1125, 234, 709, 778, 577, 851, 783, 0, 327, 435, 653, 210, 809, 943
231, 101, 943, 514, 654, 835, 1195, 526, 853, 895, 510, 877, 648, 327, 0, 592, 816, 163, 595, 750
395, 550, 353, 550, 70, 362, 694, 285, 276, 342, 364, 454, 579, 435, 592, 0, 227, 584, 709, 782
623, 767, 126, 678, 180, 269, 515, 464, 69, 158, 490, 373, 662, 653, 816, 227, 0, 811, 830, 865
188, 250, 936, 646, 635, 882, 1241, 440, 858, 915, 602, 939, 772, 210, 163, 584, 811, 0, 744, 895
670, 496, 928, 158, 774, 657, 929, 873, 818, 798, 347, 620, 200, 809, 595, 709, 830, 744, 0, 159
806, 649, 947, 263, 841, 651, 870, 981, 840, 804, 420, 591, 205, 943, 750, 782, 865, 895, 159, 0
