15
0, 296, 426, 364, 113, 234, 381, 294, 197, 288, 388, 358, 353, 624, 309
296, 0, 722, 551, 330, 238, 213, 518, 376, 581, 559, 138, 430, 862, 547
426, 722, 0, 456, 422, 594, 767, 377, 438, 170, 460, 773, 575, 412, 346
364, 551, 456, 0, 467, 594, 714, 91, 545, 301, 705, 514, 711, 828, 111
113, 330, 422, 467, 0, 174, 345, 388, 84, 322, 278, 425, 244, 540, 396
234, 238, 594, 594, 174, 0, 173, 528, 170, 495, 326, 369, 193, 645, 544
381, 213, 767, 714, 345, 173, 0, 661, 341, 660, 468, 346, 304, 798, 683
294, 518, 377, 91, 388, 528, 661, 0, 463, 215, 616, 504, 631, 738, 37
197, 376, 438, 545, 84, 170, 341, 463, 0, 368, 199, 486, 168, 487, 468
288, 581, 170, 301, 322, 495, 660, 215, 368, 0, 464, 616, 531, 528, 190
388, 559, 460, 705, 278, 326, 468, 616, 199, 464, 0, 679, 171, 332, 612
358, 138, 773, 514, 425, 369, 346, 504, 486, 616, 679, 0, 562, 965, 538
353, 430, 575, 711, 244, 193, 304, 631, 168, 531, 171, 562, 0, 502, 637
624, 862, 412, 828, 540, 645, 798, 738, 487, 528, 332, 965, 502, 0, 717
309, 547, 346, 111, 396, 544, 683, 37, 468, 190, 612, 538, 637, 717, 0
