13
0, 410, 203, 342, 265, 183, 432, 137, 717, 408, 512, 278, 279
410, 0, 595, 548, 398, 262, 283, 311, 368, 782, 141, 305, 180
203, 595, 0, 287, 309, 338, 633, 340, 858, 206, 708, 476, 436
342, 548, 287, 0, 150, 314, 708, 442, 688, 339, 687, 585, 368
265, 398, 309, 150, 0, 174, 570, 328, 569, 435, 537, 461, 218
183, 262, 338, 314, 174, 0, 396, 174, 535, 520, 389, 292, 99
432, 283, 633, 708, 570, 396, 0, 295, 632, 839, 232, 162, 380
137, 311, 340, 442, 328, 174, 295, 0, 655, 545, 391, 146, 236
717, 368, 858, 688, 569, 535, 632, 655, 0, 1005, 410, 673, 438
408, 782, 206, 339, 435, 520, 839, 545, 1005, 0, 904, 682, 611
512, 141, 708, 687, 537, 389, 232, 391, 410, 904, 0, 328, 319
278, 305, 476, 585, 461, 292, 162, 146, 673, 682, 328, 0, 315
279, 180, 436, 368, 218, 99, 380, 236, 438, 611, 319, 315, 0
