14
0, 880, 619, 713, 465, 183, 318, 155, 144, 355, 698, 567, 762, 308
880, 0, 764, 777, 430, 841, 603, 1024, 1023, 1213, 384, 492, 532, 1147
619, 764, 0, 93, 460, 752, 397, 754, 716, 754, 385, 281, 291, 677
713, 777, 93, 0, 518, 841, 477, 848, 810, 843, 393, 320, 264, 767
465, 430, 460, 518, 0, 478, 173, 618, 609, 784, 272, 210, 402, 717
183, 841, 752, 841, 478, 0, 385, 227, 257, 497, 743, 635, 840, 468
318, 603, 397, 477, 173, 385, 0, 474, 458, 615, 379, 254, 456, 546
155, 1024, 754, 848, 618, 227, 474, 0, 50, 277, 853, 722, 915, 264
144, 1023, 716, 810, 609, 257, 458, 50, 0, 240, 835, 700, 888, 219
355, 1213, 754, 843, 784, 497, 615, 277, 240, 0, 969, 823, 985, 77
698, 384, 385, 393, 272, 743, 379, 853, 835, 969, 0, 147, 165, 894
567, 492, 281, 320, 210, 635, 254, 722, 700, 823, 147, 0, 205, 748
762, 532, 291, 264, 402, 840, 456, 915, 888, 985, 165, 205, 0, 907
308, 1147, 677, 767, 717, 468, 546, 264, 219, 77, 894, 748, 907, 0
