15
0, 336, 266, 535, 561, 699, 780, 540, 440, 425, 541, 251, 1021, 235, 765
336, 0, 507, 655, 865, 603, 777, 322, 711, 629, 871, 403, 1143, 548, 898
266, 507, 0, 297, 371, 584, 588, 559, 205, 160, 428, 129, 762, 143, 507
535, 655, 297, 0, 491, 402, 314, 543, 326, 172, 621, 290, 496, 431, 243
561, 865, 371, 491, 0, 882, 797, 923, 182, 339, 166, 498, 743, 325, 549
699, 603, 584, 402, 882, 0, 237, 315, 704, 543, 991, 484, 696, 724, 532
780, 777, 588, 314, 797, 237, 0, 533, 639, 486, 934, 532, 462, 730, 334
540, 322, 559, 543, 923, 315, 533, 0, 744, 606, 985, 430, 965, 666, 753
440, 711, 205, 326, 182, 704, 639, 744, 0, 161, 295, 325, 674, 219, 443
425, 629, 160, 172, 339, 543, 486, 606, 161, 0, 454, 226, 603, 271, 350
541, 871, 428, 621, 166, 991, 934, 985, 295, 454, 0, 555, 910, 327, 710
251, 403, 129, 290, 498, 484, 532, 430, 325, 226, 555, 0, 785, 248, 529
1021, 1143, 762, 496, 743, 696, 462, 965, 674, 603, 910, 785, 0, 867, 256
235, 548, 143, 431, 325, 724, 730, 666, 219, 271, 327, 248, 867, 0, 618
765, 898, 507, 243, 549, 532, 334, 753, 443, 350, 710, 529, 256, 618, 0
